InventoryID,SnapshotDate,StoreID,ProductID,OpeningStock,ReceivedQuantity,SoldQuantity,ReturnQuantity,ClosingStock,DamagedQuantity,InventoryValue
INV00028701,2025-09-07,STR001,PRD00220,61,0,13,0,48,0,218949.12
INV00028702,2025-09-07,STR001,PRD00794,12,31,7,1,37,0,116935.91
INV00028703,2025-09-07,STR001,PRD01179,27,150,6,0,171,0,354742.92
INV00028704,2025-09-07,STR001,PRD00548,108,356,28,0,436,0,52476.96
INV00028705,2025-09-07,STR001,PRD00051,29,0,10,0,19,0,262431.42
INV00028706,2025-09-07,STR001,PRD00732,30,0,16,0,14,0,37079.14
INV00028707,2025-09-07,STR001,PRD00860,47,160,26,0,181,0,75569.31
INV00028708,2025-09-07,STR001,PRD00966,35,169,12,0,192,0,101078.4
INV00028709,2025-09-07,STR001,PRD00097,35,0,16,1,20,0,288757.2
INV00028710,2025-09-07,STR001,PRD00612,315,0,64,2,253,0,53744.79
INV00028711,2025-09-07,STR001,PRD00021,141,0,51,1,91,0,121375.8
INV00028712,2025-09-07,STR001,PRD00023,35,0,13,0,22,0,97423.04
INV00028713,2025-09-07,STR001,PRD01174,35,77,18,0,94,0,250507.18
INV00028714,2025-09-07,STR001,PRD00082,48,0,12,0,36,0,235887.84
INV00028715,2025-09-07,STR001,PRD00734,200,0,84,0,116,0,54495.64
INV00028716,2025-09-07,STR001,PRD00885,123,0,7,0,115,1,144139.85
INV00028717,2025-09-07,STR001,PRD00031,36,0,14,3,25,0,347595.25
INV00028718,2025-09-07,STR001,PRD00731,145,0,13,0,132,0,208830.6
INV00028719,2025-09-07,STR001,PRD00992,264,299,64,0,499,0,111860.83
INV00028720,2025-09-07,STR001,PRD00852,42,172,10,0,204,0,247827.36
INV00028721,2025-09-07,STR002,PRD00046,43,31,25,0,49,0,411472.6
INV00028722,2025-09-07,STR002,PRD00484,55,0,5,0,50,0,28377.0
INV00028723,2025-09-07,STR002,PRD00487,171,0,77,1,95,0,7489.8
INV00028724,2025-09-07,STR002,PRD00240,14,0,7,0,6,1,44344.38
INV00028725,2025-09-07,STR002,PRD00364,235,0,49,0,186,0,36398.34
INV00028726,2025-09-07,STR002,PRD00097,63,0,36,0,27,0,389822.22
INV00028727,2025-09-07,STR002,PRD01029,72,123,6,1,190,0,103238.4
INV00028728,2025-09-07,STR002,PRD00419,58,0,32,0,26,0,19861.92
INV00028729,2025-09-07,STR002,PRD00668,166,0,65,0,101,0,21870.54
INV00028730,2025-09-07,STR002,PRD00520,416,0,220,0,196,0,79548.56
INV00028731,2025-09-07,STR002,PRD01183,21,0,10,1,12,0,39984.0
INV00028732,2025-09-07,STR002,PRD00138,68,158,24,0,202,0,537717.94
INV00028733,2025-09-07,STR002,PRD00017,89,62,7,1,145,0,653222.1
INV00028734,2025-09-07,STR002,PRD00025,70,0,8,0,62,0,100257.1
INV00028735,2025-09-07,STR002,PRD00208,82,147,16,0,213,0,436926.9
INV00028736,2025-09-07,STR002,PRD00357,34,173,12,0,195,0,131995.5
INV00028737,2025-09-07,STR002,PRD00079,93,0,17,0,76,0,1024918.52
INV00028738,2025-09-07,STR002,PRD00324,147,0,68,0,78,1,55762.98
INV00028739,2025-09-07,STR002,PRD00720,55,116,12,1,160,0,336792.0
INV00028740,2025-09-07,STR002,PRD00496,85,0,28,0,57,0,51439.08
INV00028741,2025-09-07,STR003,PRD00296,167,0,31,0,136,0,16541.68
INV00028742,2025-09-07,STR003,PRD00952,92,0,25,0,67,0,33681.57
INV00028743,2025-09-07,STR003,PRD00987,350,0,202,0,148,0,29947.8
INV00028744,2025-09-07,STR003,PRD00835,150,0,39,0,111,0,111910.2
INV00028745,2025-09-07,STR003,PRD00144,54,66,12,0,108,0,536119.56
INV00028746,2025-09-07,STR003,PRD00998,468,0,193,0,275,0,123719.75
INV00028747,2025-09-07,STR003,PRD00430,221,395,114,0,501,1,54458.7
