InventoryID,SnapshotDate,StoreID,ProductID,OpeningStock,ReceivedQuantity,SoldQuantity,ReturnQuantity,ClosingStock,DamagedQuantity,InventoryValue
INV00010661,2025-04-06,STR001,PRD00394,116,325,38,1,404,0,88278.04
INV00010662,2025-04-06,STR001,PRD00669,53,0,8,0,45,0,84904.2
INV00010663,2025-04-06,STR001,PRD00265,84,118,38,0,163,1,475969.78
INV00010664,2025-04-06,STR001,PRD01148,248,0,92,2,158,0,38153.84
INV00010665,2025-04-06,STR001,PRD00271,80,294,34,0,340,0,142324.0
INV00010666,2025-04-06,STR001,PRD01084,46,0,22,0,24,0,101073.36
INV00010667,2025-04-06,STR001,PRD00742,71,0,19,0,52,0,123149.52
INV00010668,2025-04-06,STR001,PRD00108,36,0,11,0,25,0,395055.5
INV00010669,2025-04-06,STR001,PRD00582,193,394,40,3,550,0,211750.0
INV00010670,2025-04-06,STR001,PRD00214,57,0,20,0,37,0,254177.42
INV00010671,2025-04-06,STR001,PRD00193,17,0,5,1,13,0,54489.24
INV00010672,2025-04-06,STR001,PRD00996,269,201,112,0,356,2,117262.84
INV00010673,2025-04-06,STR001,PRD00874,90,0,15,0,75,0,174936.0
INV00010674,2025-04-06,STR001,PRD00335,139,0,34,1,106,0,65991.36
INV00010675,2025-04-06,STR001,PRD00539,206,0,8,0,198,0,9450.54
INV00010676,2025-04-06,STR001,PRD00906,46,169,21,0,194,0,410546.68
INV00010677,2025-04-06,STR001,PRD00078,103,0,39,0,64,0,415447.04
INV00010678,2025-04-06,STR001,PRD00687,114,0,41,0,73,0,130609.41
INV00010679,2025-04-06,STR001,PRD01174,90,77,49,0,118,0,314466.46
INV00010680,2025-04-06,STR001,PRD00103,152,0,28,0,124,0,364739.8
INV00010681,2025-04-06,STR002,PRD00560,215,0,18,1,198,0,43320.42
INV00010682,2025-04-06,STR002,PRD01174,83,0,21,0,62,0,165228.14
INV00010683,2025-04-06,STR002,PRD00181,39,0,17,0,22,0,71265.92
INV00010684,2025-04-06,STR002,PRD00327,72,0,15,0,57,0,47550.54
INV00010685,2025-04-06,STR002,PRD00980,199,0,24,0,174,1,63033.24
INV00010686,2025-04-06,STR002,PRD00119,8,45,5,0,48,0,769659.36
INV00010687,2025-04-06,STR002,PRD00277,57,119,25,0,151,0,102717.75
INV00010688,2025-04-06,STR002,PRD00774,62,0,9,0,53,0,82111.31
INV00010689,2025-04-06,STR002,PRD00739,62,159,11,0,210,0,323698.2
INV00010690,2025-04-06,STR002,PRD00431,101,0,41,0,60,0,31272.0
INV00010691,2025-04-06,STR002,PRD00101,29,132,17,0,144,0,259668.0
INV00010692,2025-04-06,STR002,PRD00109,57,48,11,1,95,0,885067.5
INV00010693,2025-04-06,STR002,PRD00665,359,0,74,0,285,0,29394.9
INV00010694,2025-04-06,STR002,PRD01075,53,0,15,0,38,0,120774.64
INV00010695,2025-04-06,STR002,PRD00906,75,169,31,0,213,0,450754.86
INV00010696,2025-04-06,STR002,PRD01097,31,101,15,0,117,0,240347.25
INV00010697,2025-04-06,STR002,PRD00006,96,99,39,1,157,0,395627.44
INV00010698,2025-04-06,STR002,PRD00619,274,0,149,0,125,0,17416.25
INV00010699,2025-04-06,STR002,PRD01113,72,0,24,0,48,0,96764.16
INV00010700,2025-04-06,STR002,PRD00822,74,148,6,0,216,0,518378.4
INV00010701,2025-04-06,STR003,PRD01101,59,0,7,0,52,0,138744.84
INV00010702,2025-04-06,STR003,PRD00492,172,391,21,0,542,0,196225.68
INV00010703,2025-04-06,STR003,PRD00190,28,0,12,2,18,0,143195.76
INV00010704,2025-04-06,STR003,PRD00641,306,0,10,0,296,0,98603.52
INV00010705,2025-04-06,STR003,PRD00417,30,95,14,1,112,0,74111.52
INV00010706,2025-04-06,STR003,PRD00592,247,0,129,0,118,0,25758.22
INV00010707,2025-04-06,STR003,PRD01009,110,0,54,0,56,0,1645.84
INV00010708,2025-04-06,STR003,PRD01033,167,0,78,0,89,0,33703.41
INV00010709,2025-04-06,STR003,PRD00276,126,351,60,0,417,0,122043.39
INV00010710,2025-04-06,STR003,PRD01000,70,209,19,0,260,0,89926.2
INV00010711,2025-04-06,STR003,PRD00877,114,0,17,0,97,0,117555.27
INV00010712,2025-04-06,STR003,PRD00900,105,139,17,0,227,0,445158.35
INV00010713,2025-04-06,STR003,PRD00893,62,0,30,0,32,0,19297.6
INV00010714,2025-04-06,STR003,PRD00527,59,0,30,0,29,0,21496.83
INV00010715,2025-04-06,STR003,PRD00790,38,155,5,0,188,0,169711.36
INV00010716,2025-04-06,STR003,PRD00412,106,198,41,0,263,0,119599.25
INV00010717,2025-04-06,STR003,PRD00547,386,0,62,0,424,0,24711.48
INV00010718,2025-04-06,STR003,PRD00173,33,0,5,0,28,0,161036.96
INV00010719,2025-04-06,STR003,PRD00540,248,0,84,2,166,0,64510.92
INV00010720,2025-04-06,STR003,PRD00723,39,78,16,0,101,0,110893.96
INV00010721,2025-04-06,STR004,PRD00073,40,0,10,2,32,0,547948.8
INV00010722,2025-04-06,STR004,PRD00020,57,0,17,0,40,0,77931.6
INV00010723,2025-04-06,STR004,PRD00808,140,130,56,0,214,0,388189.58
INV00010724,2025-04-06,STR004,PRD00614,56,231,26,0,260,1,8912.8
INV00010725,2025-04-06,STR004,PRD00477,231,0,36,0,195,0,19043.7
INV00010726,2025-04-06,STR004,PRD00374,107,153,31,0,229,0,169077.57
INV00010727,2025-04-06,STR004,PRD00886,74,0,16,0,58,0,54792.6
INV00010728,2025-04-06,STR004,PRD00106,74,0,8,0,66,0,164165.76
INV00010729,2025-04-06,STR004,PRD00673,150,152,46,0,256,0,434762.24
INV00010730,2025-04-06,STR004,PRD00941,106,0,47,0,59,0,30154.31
INV00010731,2025-04-06,STR004,PRD00858,125,0,37,0,88,0,61174.08
INV00010732,2025-04-06,STR004,PRD01197,48,0,20,1,29,0,33674.22
INV00010733,2025-04-06,STR004,PRD00358,449,0,192,0,256,1,119467.52
INV00010734,2025-04-06,STR004,PRD00296,195,0,34,0,161,0,19582.43
INV00010735,2025-04-06,STR004,PRD00828,103,395,6,1,493,0,218399.0
INV00010736,2025-04-06,STR004,PRD00812,39,0,20,0,19,0,34642.7
INV00010737,2025-04-06,STR004,PRD01094,37,0,8,0,28,1,106320.76
INV00010738,2025-04-06,STR004,PRD00098,27,37,9,0,55,0,561330.55
INV00010739,2025-04-06,STR004,PRD00641,64,352,38,0,378,0,125919.36
INV00010740,2025-04-06,STR004,PRD00155,59,0,11,0,48,0,79305.12
INV00010741,2025-04-06,STR005,PRD00097,32,0,18,0,14,0,202130.04
INV00010742,2025-04-06,STR005,PRD00197,8,38,6,2,42,0,158719.26
INV00010743,2025-04-06,STR005,PRD01176,20,0,8,0,12,0,42231.96
INV00010744,2025-04-06,STR005,PRD00226,61,0,12,0,49,0,103978.49
INV00010745,2025-04-06,STR005,PRD00422,311,0,181,0,130,0,21700.9
INV00010746,2025-04-06,STR005,PRD00304,106,0,63,0,43,0,31123.83
INV00010747,2025-04-06,STR005,PRD00784,136,0,34,0,102,0,132808.08
INV00010748,2025-04-06,STR005,PRD00878,147,0,72,0,75,0,59742.0
INV00010749,2025-04-06,STR005,PRD00144,48,0,11,0,37,0,183670.59
INV00010750,2025-04-06,STR005,PRD01156,110,0,7,0,103,0,233580.31
INV00010751,2025-04-06,STR005,PRD00303,124,0,33,0,91,0,32967.48
INV00010752,2025-04-06,STR005,PRD00721,136,0,12,0,124,0,214226.12
INV00010753,2025-04-06,STR005,PRD00598,254,344,5,2,595,0,72881.55
INV00010754,2025-04-06,STR005,PRD00083,20,0,12,0,8,0,51698.16
INV00010755,2025-04-06,STR005,PRD00425,68,0,14,0,54,0,37665.54
INV00010756,2025-04-06,STR005,PRD00228,84,0,34,1,51,0,152097.81
INV00010757,2025-04-06,STR005,PRD01039,492,0,289,1,204,0,80363.76
INV00010758,2025-04-06,STR005,PRD00141,39,0,18,0,21,0,40830.09
INV00010759,2025-04-06,STR005,PRD00827,77,0,25,0,52,0,114222.68
INV00010760,2025-04-06,STR005,PRD00511,63,0,14,0,49,0,27399.82
INV00010761,2025-04-06,STR006,PRD00519,81,0,18,0,63,0,40502.7
INV00010762,2025-04-06,STR006,PRD00976,23,97,10,0,109,1,63504.49
INV00010763,2025-04-06,STR006,PRD01054,166,0,36,0,130,0,21834.8
INV00010764,2025-04-06,STR006,PRD00506,31,126,12,0,145,0,83969.5
INV00010765,2025-04-06,STR006,PRD00870,52,0,27,1,26,0,42085.68
INV00010766,2025-04-06,STR006,PRD00530,133,77,39,1,172,0,96676.04
INV00010767,2025-04-06,STR006,PRD00050,54,75,19,0,110,0,1768363.3
INV00010768,2025-04-06,STR006,PRD00356,106,173,51,0,228,0,167393.04
INV00010769,2025-04-06,STR006,PRD00764,74,0,14,0,60,0,110166.6
INV00010770,2025-04-06,STR006,PRD00590,138,0,38,0,100,0,24318.0
INV00010771,2025-04-06,STR006,PRD00076,98,55,40,0,113,0,1211989.41
INV00010772,2025-04-06,STR006,PRD00288,136,251,19,0,368,0,161684.48
INV00010773,2025-04-06,STR006,PRD00342,81,0,26,0,55,0,38399.35
INV00010774,2025-04-06,STR006,PRD00716,128,0,41,0,87,0,87649.02
INV00010775,2025-04-06,STR006,PRD00218,38,0,10,0,28,0,141428.56
INV00010776,2025-04-06,STR006,PRD00982,94,280,26,1,348,1,20302.32
INV00010777,2025-04-06,STR006,PRD00392,153,242,54,0,341,0,82617.48
INV00010778,2025-04-06,STR006,PRD00346,88,0,24,0,64,0,40615.68
INV00010779,2025-04-06,STR006,PRD00122,54,48,19,0,83,0,1358425.31
INV00010780,2025-04-06,STR006,PRD00257,28,0,8,0,20,0,42915.4
INV00010781,2025-04-06,STR007,PRD01089,27,0,11,0,16,0,60752.32
INV00010782,2025-04-06,STR007,PRD00141,47,0,17,0,30,0,58328.7
INV00010783,2025-04-06,STR007,PRD00824,38,0,11,0,27,0,58496.31
INV00010784,2025-04-06,STR007,PRD00646,84,186,27,1,244,0,16052.76
INV00010785,2025-04-06,STR007,PRD00323,271,0,46,0,225,0,42333.75
INV00010786,2025-04-06,STR007,PRD00989,77,134,13,0,198,0,117237.78
INV00010787,2025-04-06,STR007,PRD00071,42,0,20,0,22,0,211323.86
INV00010788,2025-04-06,STR007,PRD00270,71,0,25,0,46,0,35376.76
INV00010789,2025-04-06,STR007,PRD00929,77,173,25,0,225,0,458154.0
INV00010790,2025-04-06,STR007,PRD00145,110,0,45,2,66,1,111395.46
INV00010791,2025-04-06,STR007,PRD00113,33,0,15,0,18,0,213773.22
INV00010792,2025-04-06,STR007,PRD00993,366,0,201,0,164,1,14254.88
INV00010793,2025-04-06,STR007,PRD00879,98,0,9,0,89,0,143666.47
INV00010794,2025-04-06,STR007,PRD00501,22,114,11,1,126,0,68966.1
INV00010795,2025-04-06,STR007,PRD01091,173,0,31,0,142,0,398856.7
INV00010796,2025-04-06,STR007,PRD00785,146,0,38,0,108,0,297521.64
INV00010797,2025-04-06,STR007,PRD00754,151,0,75,0,75,1,16566.0
INV00010798,2025-04-06,STR007,PRD00464,247,0,43,0,204,0,93531.96
INV00010799,2025-04-06,STR007,PRD00632,365,0,184,0,181,0,77840.86
INV00010800,2025-04-06,STR007,PRD01080,172,0,70,0,102,0,78716.46
