InventoryID,SnapshotDate,StoreID,ProductID,OpeningStock,ReceivedQuantity,SoldQuantity,ReturnQuantity,ClosingStock,DamagedQuantity,InventoryValue
INV00039361,2025-12-07,STR001,PRD00358,263,0,138,0,125,0,58333.75
INV00039362,2025-12-07,STR001,PRD01097,124,0,56,0,68,0,139689.0
INV00039363,2025-12-07,STR001,PRD00659,60,399,16,1,444,0,97164.96
INV00039364,2025-12-07,STR001,PRD00804,133,0,70,0,63,0,35581.14
INV00039365,2025-12-07,STR001,PRD01122,34,0,5,0,29,0,105312.92
INV00039366,2025-12-07,STR001,PRD00979,148,0,21,1,128,0,4791.04
INV00039367,2025-12-07,STR001,PRD00689,148,0,84,0,64,0,21301.12
INV00039368,2025-12-07,STR001,PRD00738,62,77,13,0,126,0,86567.04
INV00039369,2025-12-07,STR001,PRD01111,167,0,19,0,148,0,141416.96
INV00039370,2025-12-07,STR001,PRD01183,22,0,5,0,15,2,49980.0
INV00039371,2025-12-07,STR001,PRD00653,191,0,103,0,88,0,39402.88
INV00039372,2025-12-07,STR001,PRD00587,125,354,48,0,431,0,74041.49
INV00039373,2025-12-07,STR001,PRD00220,27,35,15,1,48,0,218949.12
INV00039374,2025-12-07,STR001,PRD00935,57,0,9,0,48,0,28132.8
INV00039375,2025-12-07,STR001,PRD00734,111,0,16,0,95,0,44630.05
INV00039376,2025-12-07,STR001,PRD00460,85,0,15,0,70,0,46743.9
INV00039377,2025-12-07,STR001,PRD00235,20,29,9,0,40,0,267344.8
INV00039378,2025-12-07,STR001,PRD00680,55,0,32,0,23,0,64515.0
INV00039379,2025-12-07,STR001,PRD00437,174,0,80,1,95,0,25756.4
INV00039380,2025-12-07,STR001,PRD00263,86,0,32,0,53,1,129272.3
INV00039381,2025-12-07,STR002,PRD00533,69,0,36,0,33,0,21847.98
INV00039382,2025-12-07,STR002,PRD00820,42,110,18,0,134,0,157742.12
INV00039383,2025-12-07,STR002,PRD00723,53,78,10,0,121,0,132853.16
INV00039384,2025-12-07,STR002,PRD00926,257,0,61,0,196,0,94325.0
INV00039385,2025-12-07,STR002,PRD00025,146,0,44,0,102,0,164939.1
INV00039386,2025-12-07,STR002,PRD00489,16,114,6,1,125,0,86360.0
INV00039387,2025-12-07,STR002,PRD00009,30,0,5,1,26,0,216957.26
INV00039388,2025-12-07,STR002,PRD00571,119,331,56,0,394,0,56535.06
INV00039389,2025-12-07,STR002,PRD00961,473,0,185,0,288,0,45656.64
INV00039390,2025-12-07,STR002,PRD00406,99,155,38,0,216,0,115140.96
INV00039391,2025-12-07,STR002,PRD00232,28,0,11,0,17,0,82337.29
INV00039392,2025-12-07,STR002,PRD01107,115,0,20,0,95,0,69837.35
INV00039393,2025-12-07,STR002,PRD00964,27,0,11,0,16,0,9203.04
INV00039394,2025-12-07,STR002,PRD00281,325,372,35,0,662,0,260510.24
INV00039395,2025-12-07,STR002,PRD01024,139,279,36,0,381,1,35090.1
INV00039396,2025-12-07,STR002,PRD00114,60,0,9,1,52,0,639912.0
INV00039397,2025-12-07,STR002,PRD00076,76,55,15,0,116,0,1244166.12
INV00039398,2025-12-07,STR002,PRD00579,93,0,48,0,45,0,13147.65
INV00039399,2025-12-07,STR002,PRD00520,215,0,120,0,94,1,38150.84
INV00039400,2025-12-07,STR002,PRD00567,136,0,19,1,118,0,26781.28
INV00039401,2025-12-07,STR003,PRD00155,70,0,35,0,35,0,57826.65
INV00039402,2025-12-07,STR003,PRD00628,195,275,8,0,462,0,97394.22
INV00039403,2025-12-07,STR003,PRD00583,196,180,15,0,361,0,157969.99
INV00039404,2025-12-07,STR003,PRD00835,173,0,45,1,129,0,130057.8
INV00039405,2025-12-07,STR003,PRD01041,125,130,20,0,235,0,125210.35
INV00039406,2025-12-07,STR003,PRD00334,137,230,48,0,318,1,127441.68
INV00039407,2025-12-07,STR003,PRD00042,16,55,6,0,65,0,776078.55
INV00039408,2025-12-07,STR003,PRD00575,434,0,93,0,341,0,22874.28
INV00039409,2025-12-07,STR003,PRD01021,209,366,72,0,503,0,190194.36
INV00039410,2025-12-07,STR003,PRD00538,261,0,60,0,201,0,8397.78
INV00039411,2025-12-07,STR003,PRD01099,42,0,12,0,30,0,81655.5
INV00039412,2025-12-07,STR003,PRD00326,96,0,46,0,50,0,34071.5
INV00039413,2025-12-07,STR003,PRD00535,137,0,5,0,132,0,29604.96
INV00039414,2025-12-07,STR003,PRD01089,22,0,12,0,10,0,37970.2
INV00039415,2025-12-07,STR003,PRD00843,90,0,11,0,79,0,54467.34
INV00039416,2025-12-07,STR003,PRD00642,199,0,46,1,154,0,44693.88
INV00039417,2025-12-07,STR003,PRD00041,74,0,36,0,38,0,568224.26
INV00039418,2025-12-07,STR003,PRD00478,52,0,9,0,43,0,34927.18
INV00039419,2025-12-07,STR003,PRD00654,222,0,90,0,132,0,42819.48
INV00039420,2025-12-07,STR003,PRD00564,107,380,50,0,437,0,152062.89
INV00039421,2025-12-07,STR004,PRD00812,20,151,10,0,161,0,293551.3
INV00039422,2025-12-07,STR004,PRD00797,177,237,37,0,377,0,155101.57
INV00039423,2025-12-07,STR004,PRD01114,89,73,12,0,150,0,536001.0
INV00039424,2025-12-07,STR004,PRD00032,45,0,11,0,34,0,503200.0
INV00039425,2025-12-07,STR004,PRD00606,414,0,32,2,384,0,118490.88
INV00039426,2025-12-07,STR004,PRD00571,296,0,106,0,190,0,27263.1
INV00039427,2025-12-07,STR004,PRD00169,44,0,16,0,28,0,157602.76
INV00039428,2025-12-07,STR004,PRD00805,74,0,41,1,34,0,73569.54
INV00039429,2025-12-07,STR004,PRD00433,72,0,34,0,38,0,32746.5
INV00039430,2025-12-07,STR004,PRD00828,77,395,8,0,464,0,205552.0
INV00039431,2025-12-07,STR004,PRD00569,207,0,14,0,192,1,27513.6
INV00039432,2025-12-07,STR004,PRD00249,60,0,15,1,46,0,157142.9
INV00039433,2025-12-07,STR004,PRD01017,52,0,14,0,38,0,22484.22
INV00039434,2025-12-07,STR004,PRD00269,294,0,72,0,222,0,22160.04
INV00039435,2025-12-07,STR004,PRD00771,155,180,53,0,282,0,404988.66
INV00039436,2025-12-07,STR004,PRD00068,25,0,15,0,10,0,86945.4
INV00039437,2025-12-07,STR004,PRD00250,127,0,30,0,97,0,265495.79
INV00039438,2025-12-07,STR004,PRD00713,42,0,12,0,30,0,88132.8
INV00039439,2025-12-07,STR004,PRD00897,20,115,9,0,126,0,298520.46
INV00039440,2025-12-07,STR004,PRD00059,22,0,6,0,16,0,196316.16
INV00039441,2025-12-07,STR005,PRD01081,67,0,17,0,50,0,176166.5
INV00039442,2025-12-07,STR005,PRD00541,211,0,112,0,98,1,39745.86
INV00039443,2025-12-07,STR005,PRD00563,306,0,172,0,134,0,58097.04
INV00039444,2025-12-07,STR005,PRD00578,69,339,22,0,386,0,163204.66
INV00039445,2025-12-07,STR005,PRD00115,39,0,19,1,21,0,87699.57
