InventoryID,SnapshotDate,StoreID,ProductID,OpeningStock,ReceivedQuantity,SoldQuantity,ReturnQuantity,ClosingStock,DamagedQuantity,InventoryValue
INV00017221,2025-06-01,STR001,PRD00820,167,0,37,0,130,0,153033.4
INV00017222,2025-06-01,STR001,PRD01109,74,0,32,0,40,2,110736.8
INV00017223,2025-06-01,STR001,PRD00258,69,0,8,0,61,0,97280.97
INV00017224,2025-06-01,STR001,PRD01082,124,0,66,1,57,2,45443.82
INV00017225,2025-06-01,STR001,PRD01039,465,0,49,0,416,0,163879.04
INV00017226,2025-06-01,STR001,PRD00083,39,0,21,1,19,0,122783.13
INV00017227,2025-06-01,STR001,PRD00887,194,0,66,0,128,0,149720.32
INV00017228,2025-06-01,STR001,PRD00565,107,0,30,0,77,0,4733.96
INV00017229,2025-06-01,STR001,PRD00911,143,109,54,3,201,0,121042.2
INV00017230,2025-06-01,STR001,PRD01160,49,0,29,0,20,0,69816.8
INV00017231,2025-06-01,STR001,PRD00149,53,0,25,0,28,0,57172.08
INV00017232,2025-06-01,STR001,PRD00667,310,0,76,0,234,0,21305.7
INV00017233,2025-06-01,STR001,PRD00645,137,0,29,0,108,0,35685.36
INV00017234,2025-06-01,STR001,PRD00934,118,0,20,0,98,0,177484.86
INV00017235,2025-06-01,STR001,PRD00161,40,0,18,0,22,0,154336.16
INV00017236,2025-06-01,STR001,PRD00561,109,160,36,0,233,0,17589.17
INV00017237,2025-06-01,STR001,PRD00003,47,0,18,1,30,0,16027.2
INV00017238,2025-06-01,STR001,PRD00932,190,377,91,0,476,0,139939.24
INV00017239,2025-06-01,STR001,PRD00498,194,0,74,0,120,0,16578.0
INV00017240,2025-06-01,STR001,PRD00094,64,29,34,0,59,0,732092.06
INV00017241,2025-06-01,STR002,PRD01127,71,0,15,1,57,0,18205.23
INV00017242,2025-06-01,STR002,PRD00072,29,36,16,0,49,0,153104.91
INV00017243,2025-06-01,STR002,PRD01066,276,0,111,0,165,0,41743.35
INV00017244,2025-06-01,STR002,PRD00724,67,0,14,0,53,0,84503.73
INV00017245,2025-06-01,STR002,PRD00922,158,89,65,0,181,1,113696.96
INV00017246,2025-06-01,STR002,PRD00597,317,0,7,0,310,0,137584.2
INV00017247,2025-06-01,STR002,PRD01018,153,223,48,0,328,0,29126.4
INV00017248,2025-06-01,STR002,PRD00469,193,294,43,3,447,0,174084.15
INV00017249,2025-06-01,STR002,PRD00600,224,0,10,0,214,0,100400.24
INV00017250,2025-06-01,STR002,PRD00044,100,0,48,0,52,0,109929.56
INV00017251,2025-06-01,STR002,PRD00572,258,0,18,0,238,2,111583.92
INV00017252,2025-06-01,STR002,PRD00451,92,0,15,0,77,0,38902.71
INV00017253,2025-06-01,STR002,PRD00157,75,0,34,0,41,0,178562.79
INV00017254,2025-06-01,STR002,PRD00114,30,0,14,0,16,0,196896.0
INV00017255,2025-06-01,STR002,PRD01044,69,111,10,0,170,0,92561.6
INV00017256,2025-06-01,STR002,PRD00962,50,197,21,3,228,1,90215.04
INV00017257,2025-06-01,STR002,PRD01116,357,0,177,0,179,1,70941.28
INV00017258,2025-06-01,STR002,PRD00539,48,266,26,1,289,0,13793.97
INV00017259,2025-06-01,STR002,PRD00969,92,313,11,0,394,0,30038.56
INV00017260,2025-06-01,STR002,PRD00521,179,0,88,0,91,0,75766.6
INV00017261,2025-06-01,STR003,PRD01001,78,0,18,0,60,0,10702.2
INV00017262,2025-06-01,STR003,PRD01116,234,0,88,0,146,0,57862.72
INV00017263,2025-06-01,STR003,PRD00393,121,0,23,0,98,0,33729.64
INV00017264,2025-06-01,STR003,PRD01136,12,36,7,0,41,0,169127.05
INV00017265,2025-06-01,STR003,PRD00150,65,0,33,0,32,0,28718.72
INV00017266,2025-06-01,STR003,PRD00959,92,0,12,0,80,0,32215.2
INV00017267,2025-06-01,STR003,PRD00628,34,275,15,0,294,0,61978.14
INV00017268,2025-06-01,STR003,PRD00876,20,100,6,0,114,0,205015.32
INV00017269,2025-06-01,STR003,PRD00758,24,0,13,1,12,0,38019.24
INV00017270,2025-06-01,STR003,PRD01071,64,0,26,0,38,0,129656.0
INV00017271,2025-06-01,STR003,PRD00614,186,0,52,0,134,0,4593.52
INV00017272,2025-06-01,STR003,PRD00854,20,90,10,0,100,0,146793.0
INV00017273,2025-06-01,STR003,PRD00789,46,165,19,0,192,0,563502.72
INV00017274,2025-06-01,STR003,PRD01117,82,116,12,0,186,0,269104.8
INV00017275,2025-06-01,STR003,PRD00384,99,0,17,1,83,0,42632.12
INV00017276,2025-06-01,STR003,PRD00491,84,109,46,0,147,0,77426.37
INV00017277,2025-06-01,STR003,PRD00087,38,0,21,0,17,0,266949.98
INV00017278,2025-06-01,STR003,PRD00553,214,0,13,0,201,0,17509.11
INV00017279,2025-06-01,STR003,PRD00597,83,243,27,0,299,0,132702.18
INV00017280,2025-06-01,STR003,PRD00633,178,374,82,0,470,0,100063.0
INV00017281,2025-06-01,STR004,PRD00697,177,0,12,0,165,0,133240.8
INV00017282,2025-06-01,STR004,PRD00576,385,0,40,0,345,0,114043.2
INV00017283,2025-06-01,STR004,PRD01059,178,0,52,0,126,0,46413.36
INV00017284,2025-06-01,STR004,PRD00583,79,0,47,1,33,0,14440.47
INV00017285,2025-06-01,STR004,PRD00710,60,0,34,0,26,0,57823.74
INV00017286,2025-06-01,STR004,PRD00397,60,108,9,0,159,0,115435.59
INV00017287,2025-06-01,STR004,PRD00713,47,0,20,0,27,0,79319.52
INV00017288,2025-06-01,STR004,PRD01077,54,0,5,0,49,0,171176.11
INV00017289,2025-06-01,STR004,PRD00807,334,0,40,0,294,0,126278.88
INV00017290,2025-06-01,STR004,PRD00058,173,0,46,0,127,0,326199.5
INV00017291,2025-06-01,STR004,PRD00037,51,0,24,0,27,0,452531.34
INV00017292,2025-06-01,STR004,PRD00612,225,213,69,0,369,0,78386.67
INV00017293,2025-06-01,STR004,PRD01159,150,0,22,0,128,0,191905.28
INV00017294,2025-06-01,STR004,PRD00819,24,90,7,0,107,0,165796.5
INV00017295,2025-06-01,STR004,PRD00886,64,0,12,1,53,0,50069.1
INV00017296,2025-06-01,STR004,PRD00289,116,110,34,0,192,0,116544.0
INV00017297,2025-06-01,STR004,PRD00839,178,178,44,3,315,0,571715.55
INV00017298,2025-06-01,STR004,PRD00876,48,0,6,0,42,0,75531.96
INV00017299,2025-06-01,STR004,PRD01050,330,0,101,1,230,0,75702.2
INV00017300,2025-06-01,STR004,PRD00873,149,0,46,0,103,0,50619.35
INV00017301,2025-06-01,STR005,PRD01033,97,0,6,0,91,0,34460.79
INV00017302,2025-06-01,STR005,PRD00281,276,372,131,0,517,0,203449.84
INV00017303,2025-06-01,STR005,PRD01171,114,0,49,0,65,0,170552.85
INV00017304,2025-06-01,STR005,PRD00640,127,0,24,0,103,0,12095.29
INV00017305,2025-06-01,STR005,PRD00034,89,161,43,0,207,0,107755.92
INV00017306,2025-06-01,STR005,PRD01197,71,90,42,0,119,0,138180.42
INV00017307,2025-06-01,STR005,PRD00901,103,0,58,0,45,0,93220.65
INV00017308,2025-06-01,STR005,PRD01071,36,32,7,0,61,0,208132.0
INV00017309,2025-06-01,STR005,PRD00277,46,119,21,1,145,0,98636.25
INV00017310,2025-06-01,STR005,PRD01162,170,0,12,0,158,0,318731.82
INV00017311,2025-06-01,STR005,PRD00052,147,0,42,0,105,0,119393.4
INV00017312,2025-06-01,STR005,PRD00620,211,218,67,3,365,0,118869.55
INV00017313,2025-06-01,STR005,PRD00820,158,0,14,0,144,0,169513.92
INV00017314,2025-06-01,STR005,PRD00170,181,0,60,2,123,0,112974.27
INV00017315,2025-06-01,STR005,PRD00159,46,0,8,0,38,0,139707.76
INV00017316,2025-06-01,STR005,PRD00932,117,377,35,0,459,0,134941.41
INV00017317,2025-06-01,STR005,PRD00424,343,0,198,0,145,0,54699.8
INV00017318,2025-06-01,STR005,PRD00618,180,279,88,0,370,1,67721.1
INV00017319,2025-06-01,STR005,PRD00859,190,152,17,2,327,0,591919.05
INV00017320,2025-06-01,STR005,PRD00553,273,0,156,0,117,0,10191.87
INV00017321,2025-06-01,STR006,PRD00533,71,0,17,0,54,0,35751.24
INV00017322,2025-06-01,STR006,PRD00290,225,0,46,0,179,0,85619.28
INV00017323,2025-06-01,STR006,PRD00475,34,0,14,1,19,2,10810.24
