InventoryID,SnapshotDate,StoreID,ProductID,OpeningStock,ReceivedQuantity,SoldQuantity,ReturnQuantity,ClosingStock,DamagedQuantity,InventoryValue
INV00013941,2025-05-04,STR001,PRD00210,45,0,7,0,37,1,204728.4
INV00013942,2025-05-04,STR001,PRD00507,234,0,90,1,145,0,31225.75
INV00013943,2025-05-04,STR001,PRD00114,95,0,9,0,86,0,1058316.0
INV00013944,2025-05-04,STR001,PRD00068,18,61,8,0,71,0,617312.34
INV00013945,2025-05-04,STR001,PRD00255,58,0,19,0,39,0,89047.53
INV00013946,2025-05-04,STR001,PRD00735,50,0,30,0,20,0,32325.6
INV00013947,2025-05-04,STR001,PRD00454,328,0,47,0,-25,0,51226.3
INV00013948,2025-05-04,STR001,PRD00892,64,0,28,0,36,0,62712.36
INV00013949,2025-05-04,STR001,PRD01132,67,43,38,0,72,0,280160.64
INV00013950,2025-05-04,STR001,PRD00825,29,0,9,0,20,0,28049.8
INV00013951,2025-05-04,STR001,PRD00869,47,0,27,0,19,1,44961.6
INV00013952,2025-05-04,STR001,PRD01145,94,93,14,0,173,0,359876.33
INV00013953,2025-05-04,STR001,PRD01163,12,43,6,0,49,0,182086.94
INV00013954,2025-05-04,STR001,PRD00818,36,0,13,0,23,0,38390.22
INV00013955,2025-05-04,STR001,PRD00014,35,0,5,0,30,0,137599.2
INV00013956,2025-05-04,STR001,PRD00040,20,0,10,0,10,0,174870.1
INV00013957,2025-05-04,STR001,PRD00522,89,0,6,0,83,0,72693.89
INV00013958,2025-05-04,STR001,PRD00663,311,0,20,0,291,0,18303.9
INV00013959,2025-05-04,STR001,PRD00297,122,117,73,0,166,0,104755.96
INV00013960,2025-05-04,STR001,PRD00298,94,0,21,0,73,0,48626.76
INV00013961,2025-05-04,STR002,PRD00364,179,0,32,0,147,0,28766.43
INV00013962,2025-05-04,STR002,PRD01071,67,32,34,0,65,0,221780.0
INV00013963,2025-05-04,STR002,PRD00823,193,0,65,0,128,0,219864.32
INV00013964,2025-05-04,STR002,PRD00100,19,30,6,0,43,0,420318.98
INV00013965,2025-05-04,STR002,PRD00627,187,0,98,0,89,0,35930.19
INV00013966,2025-05-04,STR002,PRD01004,463,0,209,0,254,0,16746.22
INV00013967,2025-05-04,STR002,PRD00028,73,0,30,0,43,0,113578.91
INV00013968,2025-05-04,STR002,PRD00610,63,217,10,0,270,0,111707.1
INV00013969,2025-05-04,STR002,PRD01067,71,0,18,1,54,0,30501.36
INV00013970,2025-05-04,STR002,PRD00797,61,237,30,0,267,1,109846.47
INV00013971,2025-05-04,STR002,PRD00570,258,0,82,1,177,0,47536.89
INV00013972,2025-05-04,STR002,PRD00832,61,121,24,0,158,0,216504.24
INV00013973,2025-05-04,STR002,PRD00299,37,0,18,0,19,0,15642.7
INV00013974,2025-05-04,STR002,PRD01119,16,71,9,0,77,1,337136.8
INV00013975,2025-05-04,STR002,PRD00174,152,0,39,0,113,0,59126.12
INV00013976,2025-05-04,STR002,PRD00271,308,0,19,0,289,0,120975.4
INV00013977,2025-05-04,STR002,PRD00715,49,0,19,0,30,0,59520.0
INV00013978,2025-05-04,STR002,PRD00558,204,0,122,0,82,0,19950.6
