InventoryID,SnapshotDate,StoreID,ProductID,OpeningStock,ReceivedQuantity,SoldQuantity,ReturnQuantity,ClosingStock,DamagedQuantity,InventoryValue
INV00000001,2025-01-05,STR001,PRD00269,189,0,106,3,86,0,8584.52
INV00000002,2025-01-05,STR001,PRD00926,152,0,62,0,90,0,43312.5
INV00000003,2025-01-05,STR001,PRD00513,104,0,19,0,85,0,7884.6
INV00000004,2025-01-05,STR001,PRD00378,75,388,42,0,421,0,153892.34
INV00000005,2025-01-05,STR001,PRD00619,283,0,87,0,194,2,27030.02
INV00000006,2025-01-05,STR001,PRD00302,181,0,57,0,124,0,27911.16
INV00000007,2025-01-05,STR001,PRD00281,224,0,59,0,164,1,64537.28
INV00000008,2025-01-05,STR001,PRD01167,96,0,35,0,61,0,50975.26
INV00000009,2025-01-05,STR001,PRD00112,29,0,8,0,21,0,65671.83
INV00000010,2025-01-05,STR001,PRD01066,102,229,43,0,288,0,72861.12
INV00000011,2025-01-05,STR001,PRD00485,34,0,10,0,24,0,14235.6
INV00000012,2025-01-05,STR001,PRD00080,85,0,15,0,70,0,911918.7
INV00000013,2025-01-05,STR001,PRD00977,254,0,62,1,193,0,54480.04
INV00000014,2025-01-05,STR001,PRD00770,66,0,24,0,42,0,45796.38
INV00000015,2025-01-05,STR001,PRD00629,255,0,97,0,158,0,21660.22
INV00000016,2025-01-05,STR001,PRD00402,92,0,26,0,66,0,53991.96
INV00000017,2025-01-05,STR001,PRD00766,56,0,23,1,34,0,46511.66
INV00000018,2025-01-05,STR001,PRD00491,97,0,14,0,83,0,43716.93
INV00000019,2025-01-05,STR001,PRD00698,90,175,10,0,255,0,279120.45
INV00000020,2025-01-05,STR001,PRD00505,86,0,11,0,75,0,64535.25
INV00000021,2025-01-05,STR002,PRD01103,85,100,41,0,144,0,344551.68
INV00000022,2025-01-05,STR002,PRD00867,249,0,28,1,222,0,101622.72
INV00000023,2025-01-05,STR002,PRD00217,41,0,17,3,27,0,143057.61
INV00000024,2025-01-05,STR002,PRD00890,74,164,18,3,223,0,119512.39
INV00000025,2025-01-05,STR002,PRD00299,44,0,11,0,33,0,27168.9
INV00000026,2025-01-05,STR002,PRD00085,41,0,24,2,19,0,339636.02
INV00000027,2025-01-05,STR002,PRD01183,14,0,5,0,9,0,29988.0
INV00000028,2025-01-05,STR002,PRD00028,159,0,46,1,114,0,301116.18
INV00000029,2025-01-05,STR002,PRD00696,115,0,65,0,50,0,54001.0
INV00000030,2025-01-05,STR002,PRD00936,113,158,9,0,262,0,162578.86
INV00000031,2025-01-05,STR002,PRD00155,17,79,8,0,88,0,145392.72
INV00000032,2025-01-05,STR002,PRD00764,27,171,7,0,191,0,350697.01
INV00000033,2025-01-05,STR002,PRD00252,70,0,13,0,57,0,428825.25
INV00000034,2025-01-05,STR002,PRD00239,18,28,7,0,39,0,177686.34
INV00000035,2025-01-05,STR002,PRD00686,142,164,55,0,251,0,530571.33
INV00000036,2025-01-05,STR002,PRD00794,34,31,5,0,60,0,189625.8
INV00000037,2025-01-05,STR002,PRD01122,58,38,30,2,68,0,246940.64
INV00000038,2025-01-05,STR002,PRD00801,35,122,9,0,148,0,77674.84
INV00000039,2025-01-05,STR002,PRD00782,66,0,30,0,36,0,70470.72
INV00000040,2025-01-05,STR002,PRD00549,222,168,110,0,280,0,107072.0
INV00000041,2025-01-05,STR003,PRD00524,419,0,92,0,327,0,34825.5
INV00000042,2025-01-05,STR003,PRD00322,144,156,43,1,258,0,151538.88
INV00000043,2025-01-05,STR003,PRD00942,270,0,8,0,262,0,16173.26
INV00000044,2025-01-05,STR003,PRD01045,241,263,36,0,468,0,220540.32
INV00000045,2025-01-05,STR003,PRD00064,60,0,21,0,39,0,71397.3
INV00000046,2025-01-05,STR003,PRD00368,62,133,13,0,182,0,107003.26
INV00000047,2025-01-05,STR003,PRD00479,267,150,111,0,306,0,78216.66
INV00000048,2025-01-05,STR003,PRD00483,155,0,18,0,137,0,72741.52
INV00000049,2025-01-05,STR003,PRD00158,97,155,20,0,232,0,599126.08
INV00000050,2025-01-05,STR003,PRD00816,72,0,8,0,63,1,54015.57
INV00000051,2025-01-05,STR003,PRD00172,12,42,5,0,49,0,257411.7
INV00000052,2025-01-05,STR003,PRD00604,125,0,27,0,98,0,14886.2
INV00000053,2025-01-05,STR003,PRD00730,26,149,6,0,169,0,436177.17
INV00000054,2025-01-05,STR003,PRD00845,49,0,15,1,35,0,53319.35
INV00000055,2025-01-05,STR003,PRD00369,163,257,7,0,413,0,199268.37
INV00000056,2025-01-05,STR003,PRD00461,99,0,10,1,90,0,15250.5
INV00000057,2025-01-05,STR003,PRD00530,76,0,8,0,68,0,38220.76
INV00000058,2025-01-05,STR003,PRD00130,81,0,28,0,53,0,682776.74
INV00000059,2025-01-05,STR003,PRD00984,151,0,84,0,67,0,1341.34
INV00000060,2025-01-05,STR003,PRD01034,161,0,48,1,114,0,24820.08
INV00000061,2025-01-05,STR004,PRD00672,26,0,11,0,15,0,45207.6
INV00000062,2025-01-05,STR004,PRD01077,26,59,5,1,81,0,282964.59
INV00000063,2025-01-05,STR004,PRD00504,44,0,26,0,18,0,16816.32
INV00000064,2025-01-05,STR004,PRD00016,39,63,21,0,81,0,764119.17
INV00000065,2025-01-05,STR004,PRD00117,67,70,34,0,103,0,417461.06
INV00000066,2025-01-05,STR004,PRD01103,71,100,23,0,148,0,354122.56
INV00000067,2025-01-05,STR004,PRD00415,336,0,63,0,273,0,78129.87
INV00000068,2025-01-05,STR004,PRD00031,35,0,17,0,18,0,250268.58
INV00000069,2025-01-05,STR004,PRD00748,79,0,31,0,46,2,83507.48
INV00000070,2025-01-05,STR004,PRD00270,58,124,12,0,170,0,130740.2
INV00000071,2025-01-05,STR004,PRD00236,21,0,5,2,18,0,71816.04
INV00000072,2025-01-05,STR004,PRD00595,104,239,12,0,331,0,120656.12
INV00000073,2025-01-05,STR004,PRD00042,11,55,6,0,60,0,716380.2
INV00000074,2025-01-05,STR004,PRD00764,72,0,18,2,55,1,100986.05
INV00000075,2025-01-05,STR004,PRD00666,126,0,18,0,108,0,17572.68
INV00000076,2025-01-05,STR004,PRD01159,33,88,8,0,113,0,169416.38
INV00000077,2025-01-05,STR004,PRD00219,32,0,11,0,21,0,20977.32
INV00000078,2025-01-05,STR004,PRD01054,80,205,6,0,279,0,46860.84
INV00000079,2025-01-05,STR004,PRD00411,104,0,48,0,56,0,35383.6
INV00000080,2025-01-05,STR004,PRD00032,11,52,8,0,55,0,814000.0
INV00000081,2025-01-05,STR005,PRD00996,292,0,139,0,152,1,50067.28
INV00000082,2025-01-05,STR005,PRD00661,100,281,42,2,341,0,96734.88
INV00000083,2025-01-05,STR005,PRD00190,55,0,31,2,26,0,206838.32
INV00000084,2025-01-05,STR005,PRD00314,103,370,11,0,462,0,172053.42
INV00000085,2025-01-05,STR005,PRD00379,437,0,144,1,294,0,135434.04
INV00000086,2025-01-05,STR005,PRD00742,54,0,14,0,39,1,92362.14
INV00000087,2025-01-05,STR005,PRD00643,89,0,5,0,84,0,18278.4
INV00000088,2025-01-05,STR005,PRD00350,54,0,32,3,25,0,18390.5
INV00000089,2025-01-05,STR005,PRD00969,258,0,138,0,120,0,9148.8
INV00000090,2025-01-05,STR005,PRD00766,15,76,9,0,82,0,112175.18
INV00000091,2025-01-05,STR005,PRD01107,54,0,28,0,26,0,19113.38
INV00000092,2025-01-05,STR005,PRD00149,49,0,21,0,28,0,57172.08
INV00000093,2025-01-05,STR005,PRD01106,117,164,15,0,266,0,443996.56
INV00000094,2025-01-05,STR005,PRD01156,86,0,34,0,51,1,115656.27
INV00000095,2025-01-05,STR005,PRD00348,100,113,42,0,169,2,117296.14
INV00000096,2025-01-05,STR005,PRD00818,73,0,43,1,31,0,51743.34
INV00000097,2025-01-05,STR005,PRD00402,137,0,73,0,64,0,52355.84
INV00000098,2025-01-05,STR005,PRD00719,51,0,24,0,27,0,74498.67
INV00000099,2025-01-05,STR005,PRD00439,280,0,151,0,129,0,12333.69
INV00000100,2025-01-05,STR005,PRD00105,11,40,7,0,44,0,308446.16
INV00000101,2025-01-05,STR006,PRD00321,131,0,75,0,56,0,40067.44
INV00000102,2025-01-05,STR006,PRD00685,71,0,10,0,61,0,173950.04
INV00000103,2025-01-05,STR006,PRD00391,215,0,29,1,187,0,64965.67
INV00000104,2025-01-05,STR006,PRD00780,24,177,5,0,196,0,174216.56
INV00000105,2025-01-05,STR006,PRD01116,334,214,113,0,433,2,171606.56
INV00000106,2025-01-05,STR006,PRD01142,118,0,40,0,78,0,176653.62
INV00000107,2025-01-05,STR006,PRD01003,73,185,24,0,234,0,34238.88
INV00000108,2025-01-05,STR006,PRD00520,136,0,34,0,102,0,41397.72
INV00000109,2025-01-05,STR006,PRD01024,441,0,253,0,188,0,17314.8
INV00000110,2025-01-05,STR006,PRD01012,83,0,37,0,46,0,26798.68
INV00000111,2025-01-05,STR006,PRD00043,63,0,20,0,43,0,658027.71
INV00000112,2025-01-05,STR006,PRD00600,451,0,137,0,314,0,147316.24
INV00000113,2025-01-05,STR006,PRD00195,41,0,10,0,30,1,93265.5
INV00000114,2025-01-05,STR006,PRD00110,65,0,22,0,43,0,795183.95
INV00000115,2025-01-05,STR006,PRD00418,152,0,71,2,83,0,26180.69
INV00000116,2025-01-05,STR006,PRD00132,27,0,15,0,12,0,212708.04
INV00000117,2025-01-05,STR006,PRD00160,33,58,8,0,83,0,399104.67
INV00000118,2025-01-05,STR006,PRD00807,427,0,7,3,423,0,181686.96
INV00000119,2025-01-05,STR006,PRD00769,35,0,20,0,15,0,18632.55
INV00000120,2025-01-05,STR006,PRD00311,85,154,39,0,200,0,115668.0
INV00000121,2025-01-05,STR007,PRD00970,76,256,7,0,325,0,77925.25
INV00000122,2025-01-05,STR007,PRD00605,498,156,53,0,601,0,29479.05
INV00000123,2025-01-05,STR007,PRD00733,144,151,68,0,227,0,496442.19
INV00000124,2025-01-05,STR007,PRD00537,448,0,128,1,321,0,25288.38
INV00000125,2025-01-05,STR007,PRD00259,38,0,14,0,24,0,29592.0
