InventoryID,SnapshotDate,StoreID,ProductID,OpeningStock,ReceivedQuantity,SoldQuantity,ReturnQuantity,ClosingStock,DamagedQuantity,InventoryValue
INV00003281,2025-02-02,STR001,PRD00357,45,0,15,1,-5,0,20983.9
INV00003282,2025-02-02,STR001,PRD00809,21,170,5,0,185,1,165711.9
INV00003283,2025-02-02,STR001,PRD01077,85,0,24,0,61,0,213096.79
INV00003284,2025-02-02,STR001,PRD01057,476,0,94,0,382,0,12720.6
INV00003285,2025-02-02,STR001,PRD01036,268,371,156,0,483,0,60457.11
INV00003286,2025-02-02,STR001,PRD00009,6,41,5,0,42,0,350469.42
INV00003287,2025-02-02,STR001,PRD00206,43,0,7,0,36,0,247789.8
INV00003288,2025-02-02,STR001,PRD00827,48,140,24,0,164,0,360240.76
INV00003289,2025-02-02,STR001,PRD00898,105,164,16,0,253,0,464052.6
INV00003290,2025-02-02,STR001,PRD00048,25,29,6,0,48,0,878260.8
INV00003291,2025-02-02,STR001,PRD00183,24,0,8,0,16,0,71816.96
INV00003292,2025-02-02,STR001,PRD00516,36,107,17,0,126,0,63322.56
INV00003293,2025-02-02,STR001,PRD00967,308,0,105,0,203,0,5793.62
INV00003294,2025-02-02,STR001,PRD00980,136,0,6,0,129,1,46731.54
INV00003295,2025-02-02,STR001,PRD00916,36,156,13,1,180,0,408740.4
INV00003296,2025-02-02,STR001,PRD00614,166,0,99,0,67,0,2296.76
INV00003297,2025-02-02,STR001,PRD00607,289,0,26,0,263,0,47695.05
INV00003298,2025-02-02,STR001,PRD01047,213,0,21,1,193,0,93292.34
INV00003299,2025-02-02,STR001,PRD01120,14,0,8,0,5,1,21999.8
INV00003300,2025-02-02,STR001,PRD00793,56,88,20,0,122,2,171460.02
INV00003301,2025-02-02,STR002,PRD00914,74,146,41,1,180,0,396129.6
INV00003302,2025-02-02,STR002,PRD00355,231,365,82,0,514,0,84193.2
INV00003303,2025-02-02,STR002,PRD00189,43,0,17,0,25,1,138866.0
INV00003304,2025-02-02,STR002,PRD00324,89,0,45,0,44,0,31456.04
INV00003305,2025-02-02,STR002,PRD00151,21,28,10,1,40,0,149346.0
INV00003306,2025-02-02,STR002,PRD00402,122,0,8,0,114,0,93258.84
INV00003307,2025-02-02,STR002,PRD00779,49,0,24,0,25,0,24957.25
INV00003308,2025-02-02,STR002,PRD01133,94,0,17,1,78,0,293671.56
INV00003309,2025-02-02,STR002,PRD01195,89,0,32,2,58,1,197097.34
INV00003310,2025-02-02,STR002,PRD00681,86,0,10,0,75,1,202213.5
INV00003311,2025-02-02,STR002,PRD00588,259,0,104,0,155,0,14010.45
INV00003312,2025-02-02,STR002,PRD00575,429,0,117,0,312,0,20928.96
INV00003313,2025-02-02,STR002,PRD00321,153,0,60,0,93,0,66540.57
INV00003314,2025-02-02,STR002,PRD00773,115,0,21,0,94,0,48734.3
INV00003315,2025-02-02,STR002,PRD00139,145,0,67,0,78,0,141364.08
INV00003316,2025-02-02,STR002,PRD00461,176,0,32,1,145,0,24570.25
INV00003317,2025-02-02,STR002,PRD01059,49,159,17,0,191,0,70356.76
INV00003318,2025-02-02,STR002,PRD00951,183,275,17,0,441,0,155399.58
INV00003319,2025-02-02,STR002,PRD01021,109,0,22,1,87,1,32896.44
INV00003320,2025-02-02,STR002,PRD00250,186,0,62,0,124,0,339396.68
INV00003321,2025-02-02,STR003,PRD01140,43,71,9,0,105,0,348228.3
INV00003322,2025-02-02,STR003,PRD00532,26,144,14,0,156,0,126182.16
INV00003323,2025-02-02,STR003,PRD00414,154,0,13,0,141,0,59970.12
INV00003324,2025-02-02,STR003,PRD00034,65,0,16,0,48,1,24986.88
INV00003325,2025-02-02,STR003,PRD00617,183,0,8,0,175,0,63526.75
INV00003326,2025-02-02,STR003,PRD00912,173,0,12,0,161,0,49314.3
INV00003327,2025-02-02,STR003,PRD00353,62,0,33,0,29,0,15364.49
INV00003328,2025-02-02,STR003,PRD00397,148,108,66,0,190,0,137941.9
INV00003329,2025-02-02,STR003,PRD00882,28,0,10,0,18,0,39382.74
INV00003330,2025-02-02,STR003,PRD00376,32,0,15,0,17,0,11610.83
INV00003331,2025-02-02,STR003,PRD00450,239,0,51,0,188,0,54621.52
INV00003332,2025-02-02,STR003,PRD00661,76,0,36,0,40,0,11347.2
INV00003333,2025-02-02,STR003,PRD00761,88,375,51,0,412,0,110914.52
INV00003334,2025-02-02,STR003,PRD00631,68,152,16,0,204,0,85569.84
INV00003335,2025-02-02,STR003,PRD01110,120,0,72,0,48,0,27893.28
INV00003336,2025-02-02,STR003,PRD00287,249,0,27,0,222,0,60903.48
INV00003337,2025-02-02,STR003,PRD00719,103,0,44,0,59,0,162793.39
INV00003338,2025-02-02,STR003,PRD00957,92,260,49,0,303,0,28648.65
INV00003339,2025-02-02,STR003,PRD00590,321,0,154,0,167,0,40611.06
INV00003340,2025-02-02,STR003,PRD00875,128,183,30,1,282,0,42553.8
INV00003341,2025-02-02,STR004,PRD00395,94,0,42,0,52,0,19410.56
INV00003342,2025-02-02,STR004,PRD01192,27,0,16,0,11,0,44725.78
INV00003343,2025-02-02,STR004,PRD01160,13,64,5,0,72,0,251340.48
INV00003344,2025-02-02,STR004,PRD00859,35,152,21,1,167,0,302295.05
INV00003345,2025-02-02,STR004,PRD00750,95,125,44,2,178,0,381806.44
INV00003346,2025-02-02,STR004,PRD01034,128,0,16,1,113,0,24602.36
INV00003347,2025-02-02,STR004,PRD01029,95,0,5,0,90,0,48902.4
INV00003348,2025-02-02,STR004,PRD00358,469,0,175,0,344,0,137200.98
INV00003349,2025-02-02,STR004,PRD00636,78,0,15,0,63,0,28503.72
INV00003350,2025-02-02,STR004,PRD01025,351,0,163,0,187,1,5638.05
INV00003351,2025-02-02,STR004,PRD00493,111,381,56,0,436,0,194674.0
INV00003352,2025-02-02,STR004,PRD01144,124,0,32,0,92,0,131193.84
INV00003353,2025-02-02,STR004,PRD01077,93,0,37,0,56,0,195629.84
INV00003354,2025-02-02,STR004,PRD00099,37,0,16,0,20,1,297161.2
INV00003355,2025-02-02,STR004,PRD00879,96,0,12,0,84,0,135595.32
INV00003356,2025-02-02,STR004,PRD00284,127,264,5,0,386,0,39962.58
INV00003357,2025-02-02,STR004,PRD00663,158,0,38,0,120,0,7548.0
INV00003358,2025-02-02,STR004,PRD00899,13,112,5,0,120,0,175051.2
INV00003359,2025-02-02,STR004,PRD00526,68,0,19,0,48,1,28427.52
INV00003360,2025-02-02,STR004,PRD00833,127,88,12,0,203,0,198923.76
INV00003361,2025-02-02,STR005,PRD00026,55,0,32,0,122,1,67034.22
INV00003362,2025-02-02,STR005,PRD00401,48,174,28,0,194,0,121909.6
INV00003363,2025-02-02,STR005,PRD00502,35,179,21,0,192,1,120714.24
INV00003364,2025-02-02,STR005,PRD00639,123,333,22,0,434,0,44445.94
INV00003365,2025-02-02,STR005,PRD00323,189,0,34,0,155,0,29163.25
INV00003366,2025-02-02,STR005,PRD00364,386,0,105,0,281,0,54988.89
INV00003367,2025-02-02,STR005,PRD00053,90,0,35,0,55,0,127023.05
INV00003368,2025-02-02,STR005,PRD01193,55,0,19,0,36,0,37256.76
INV00003369,2025-02-02,STR005,PRD00814,57,0,29,0,28,0,52902.36
