InventoryID,SnapshotDate,StoreID,ProductID,OpeningStock,ReceivedQuantity,SoldQuantity,ReturnQuantity,ClosingStock,DamagedQuantity,InventoryValue
INV00031981,2025-10-05,STR001,PRD00193,11,32,8,0,35,0,146701.8
INV00031982,2025-10-05,STR001,PRD00645,426,160,169,0,417,0,137785.14
INV00031983,2025-10-05,STR001,PRD00147,21,58,9,0,70,0,440946.1
INV00031984,2025-10-05,STR001,PRD01046,128,0,70,0,58,0,30524.82
INV00031985,2025-10-05,STR001,PRD00338,38,0,7,0,31,0,21335.13
INV00031986,2025-10-05,STR001,PRD00372,84,0,38,1,47,0,12971.06
INV00031987,2025-10-05,STR001,PRD00226,45,139,21,0,163,0,345887.63
INV00031988,2025-10-05,STR001,PRD00362,59,141,25,1,176,0,93721.76
INV00031989,2025-10-05,STR001,PRD01126,50,94,25,0,119,0,196513.03
INV00031990,2025-10-05,STR001,PRD00151,20,28,8,0,40,0,149346.0
INV00031991,2025-10-05,STR001,PRD00231,14,0,8,0,6,0,40230.54
INV00031992,2025-10-05,STR001,PRD00709,336,224,194,0,366,0,56016.3
INV00031993,2025-10-05,STR001,PRD00697,196,75,25,0,246,0,198649.92
INV00031994,2025-10-05,STR001,PRD00010,17,61,7,1,72,0,847759.68
INV00031995,2025-10-05,STR001,PRD00640,48,223,17,1,255,0,29944.65
INV00031996,2025-10-05,STR001,PRD01194,43,0,20,0,23,0,89359.14
INV00031997,2025-10-05,STR001,PRD00496,21,121,7,0,135,0,121829.4
INV00031998,2025-10-05,STR001,PRD00520,136,209,29,0,316,0,128251.76
INV00031999,2025-10-05,STR001,PRD01028,228,156,109,0,275,0,13227.5
INV00032000,2025-10-05,STR001,PRD00789,166,0,19,0,147,0,431431.77
INV00032001,2025-10-05,STR002,PRD00255,131,0,71,0,60,0,136996.2
INV00032002,2025-10-05,STR002,PRD00693,115,163,67,0,211,0,352669.62
INV00032003,2025-10-05,STR002,PRD00635,274,0,164,0,110,0,22803.0
INV00032004,2025-10-05,STR002,PRD00194,32,0,12,3,23,0,95225.98
INV00032005,2025-10-05,STR002,PRD00374,67,0,13,0,53,1,39131.49
INV00032006,2025-10-05,STR002,PRD01102,230,0,82,0,148,0,52297.28
INV00032007,2025-10-05,STR002,PRD01107,22,126,13,0,135,0,99242.55
INV00032008,2025-10-05,STR002,PRD00248,28,54,15,0,67,0,460793.17
INV00032009,2025-10-05,STR002,PRD00156,23,106,10,0,119,0,146602.05
INV00032010,2025-10-05,STR002,PRD00760,23,63,8,3,81,0,256997.61
INV00032011,2025-10-05,STR002,PRD00631,253,0,90,0,162,1,67952.52
INV00032012,2025-10-05,STR002,PRD00314,124,0,72,0,52,0,19365.32
INV00032013,2025-10-05,STR002,PRD00300,50,103,7,0,146,0,87760.6
INV00032014,2025-10-05,STR002,PRD00791,96,0,19,2,79,0,47358.13
INV00032015,2025-10-05,STR002,PRD00108,57,0,30,0,27,0,426659.94
INV00032016,2025-10-05,STR002,PRD00211,76,49,14,1,112,0,551605.6
INV00032017,2025-10-05,STR002,PRD00563,103,220,8,0,315,0,136571.4
INV00032018,2025-10-05,STR002,PRD00889,106,121,56,0,171,0,252079.65
INV00032019,2025-10-05,STR002,PRD00862,106,83,36,0,153,0,174808.62
INV00032020,2025-10-05,STR002,PRD00498,205,0,30,0,175,0,24176.25
INV00032021,2025-10-05,STR003,PRD00063,23,63,9,0,77,0,1035416.69
INV00032022,2025-10-05,STR003,PRD00489,73,114,27,1,161,0,111231.68
INV00032023,2025-10-05,STR003,PRD00331,135,0,67,0,68,0,6108.44
INV00032024,2025-10-05,STR003,PRD00716,150,0,76,0,74,0,74552.04
INV00032025,2025-10-05,STR003,PRD00992,82,299,38,0,343,0,76890.31
INV00032026,2025-10-05,STR003,PRD00420,166,0,82,0,84,0,62375.88
INV00032027,2025-10-05,STR003,PRD00425,53,179,7,0,224,1,156242.24
INV00032028,2025-10-05,STR003,PRD01153,83,0,41,3,45,0,112479.75
INV00032029,2025-10-05,STR003,PRD00445,63,0,19,0,43,1,14416.61
INV00032030,2025-10-05,STR003,PRD00414,126,0,58,0,68,0,28921.76
