SaleID,SaleDate,StoreID,ProductID,Quantity,UnitPrice,Discount,Revenue,Cost,PaymentMethod,CustomerSegment
SAL20250090521,2025-10-11,STR002,PRD00708,1,2849.79,0.05,2707.3,1883.15,Debit Card,Regular
SAL20250090522,2025-10-09,STR025,PRD00239,1,6180.81,0.2,4944.65,4556.06,Debit Card,Regular
SAL20250091527,2025-10-31,STR035,PRD00792,1,5089.33,0.0,5089.33,2925.34,UPI,Regular
SAL20250090524,2025-10-21,STR011,PRD00441,2,853.01,0.05,1620.72,1414.16,Credit Card,Regular
SAL20250090525,2025-10-23,STR039,PRD00534,6,97.09,0.1,524.29,483.54,UPI,Walk-in
SAL20250090526,2025-10-19,STR024,PRD00082,1,9499.68,0.05,9024.7,6552.44,UPI,Regular
SAL20250090527,2025-10-18,STR031,PRD00941,1,737.4,0.1,663.66,511.09,Credit Card,Walk-in
SAL20250090528,2025-10-31,STR002,PRD00026,1,4182.92,0.0,4182.92,3047.01,Debit Card,Walk-in
SAL20250090529,2025-10-18,STR014,PRD00514,1,1177.91,0.05,1119.01,914.33,Credit Card,Regular
SAL20250090530,2025-10-07,STR024,PRD00098,1,13136.22,0.0,13136.22,10206.01,UPI,Regular
SAL20250090531,2025-10-02,STR010,PRD00138,1,3460.02,0.0,3460.02,2661.97,Debit Card,Walk-in
SAL20250090532,2025-10-18,STR021,PRD00027,1,21177.44,0.05,20118.57,15886.64,UPI,Regular
SAL20250090533,2025-10-17,STR037,PRD00786,1,2271.94,0.1,2044.75,1533.49,Debit Card,Corporate
SAL20250090534,2025-10-30,STR023,PRD00757,1,1608.8,0.0,1608.8,1037.87,Credit Card,Walk-in
SAL20250090535,2025-10-28,STR022,PRD00710,2,4042.5,0.05,7680.75,4447.98,Debit Card,Regular
SAL20250090536,2025-10-10,STR004,PRD00824,2,3034.92,0.0,6069.84,4333.06,Net Banking,Premium
SAL20250090537,2025-10-23,STR036,PRD00308,1,373.95,0.15,317.86,260.57,UPI,Regular
SAL20250090538,2025-10-26,STR003,PRD00161,1,9190.04,0.1,8271.04,7015.28,UPI,Regular
SAL20250090539,2025-10-31,STR004,PRD00996,1,577.22,0.0,577.22,329.39,Credit Card,Regular
SAL20250090540,2025-10-01,STR025,PRD00993,3,168.95,0.0,506.85,260.76,UPI,Regular
SAL20250090541,2025-10-13,STR035,PRD00702,2,1394.73,0.15,2371.04,1977.28,Debit Card,Walk-in
SAL20250090542,2025-10-24,STR009,PRD01167,1,1364.58,0.2,1091.66,835.66,Debit Card,Walk-in
