SaleID,SaleDate,StoreID,ProductID,Quantity,UnitPrice,Discount,Revenue,Cost,PaymentMethod,CustomerSegment
SAL20250100875,2025-11-19,STR012,PRD00512,2,151.51,0.2,242.42,231.6,UPI,Walk-in
SAL20250100876,2025-11-29,STR004,PRD00214,1,9551.75,0.0,9551.75,6869.66,UPI,Walk-in
SAL20250100877,2025-11-11,STR032,PRD00217,1,8159.94,0.15,6935.95,5298.43,Cash,Regular
SAL20250100878,2025-11-09,STR041,PRD00818,1,2330.04,0.0,2330.04,1669.14,Credit Card,Premium
SAL20250100879,2025-11-22,STR012,PRD00760,3,4801.08,0.2,11522.59,9518.43,Debit Card,Walk-in
SAL20250100880,2025-11-19,STR035,PRD00075,1,9132.03,0.0,9132.03,7042.59,Net Banking,Regular
SAL20250100881,2025-11-19,STR013,PRD00937,3,262.48,0.0,787.44,532.68,UPI,Premium
SAL20250100882,2025-11-22,STR022,PRD00839,1,2839.58,0.0,2839.58,1814.97,UPI,Regular
SAL20250100883,2025-11-29,STR036,PRD00658,1,338.62,0.0,338.62,227.68,UPI,Walk-in
SAL20250100884,2025-11-05,STR001,PRD01049,3,225.77,0.1,609.58,413.64,Credit Card,Regular
SAL20250100885,2025-11-07,STR031,PRD00606,2,516.03,0.0,1032.06,617.14,UPI,Regular
SAL20250100886,2025-11-30,STR023,PRD00527,2,938.3,0.05,1782.77,1482.54,Debit Card,Regular
SAL20250100887,2025-11-17,STR023,PRD00320,1,273.23,0.05,259.57,149.99,Credit Card,Regular
SAL20250100888,2025-11-24,STR028,PRD00879,1,2290.26,0.0,2290.26,1614.23,Credit Card,Walk-in
SAL20250100889,2025-11-12,STR014,PRD00717,1,402.54,0.05,382.41,262.23,Debit Card,Regular
SAL20250100890,2025-11-20,STR002,PRD00757,1,1608.8,0.0,1608.8,1037.87,Debit Card,Regular
SAL20250100891,2025-11-29,STR006,PRD00734,1,817.34,0.15,694.74,469.79,Debit Card,Regular
SAL20250100892,2025-11-04,STR008,PRD00861,1,3212.99,0.1,2891.69,1773.8,UPI,Regular
SAL20250100893,2025-11-24,STR031,PRD00377,1,1177.54,0.0,1177.54,822.72,Credit Card,Regular
SAL20250100894,2025-11-13,STR030,PRD01165,2,6335.51,0.2,10136.82,6057.38,Credit Card,Regular
SAL20250100895,2025-11-25,STR033,PRD00071,1,14423.02,0.0,14423.02,9605.63,Credit Card,Premium
SAL20250100896,2025-11-17,STR023,PRD01061,1,1015.91,0.0,1015.91,535.53,Net Banking,Walk-in
SAL20250100897,2025-11-14,STR024,PRD00884,4,1777.05,0.1,6397.38,4345.36,Cash,Regular
SAL20250100898,2025-11-26,STR023,PRD01030,4,525.24,0.15,1785.82,1270.28,Cash,Premium
SAL20250100899,2025-11-27,STR009,PRD00562,10,671.35,0.1,6042.15,4714.7,UPI,Walk-in
SAL20250100900,2025-11-10,STR020,PRD00654,3,474.17,0.0,1422.51,973.17,Credit Card,Regular
SAL20250100901,2025-11-05,STR026,PRD01073,1,4074.99,0.05,3871.24,2440.45,UPI,Walk-in
SAL20250100902,2025-11-12,STR038,PRD00741,2,2848.85,0.0,5697.7,4057.78,UPI,Regular
SAL20250100903,2025-11-17,STR035,PRD00910,2,2302.88,0.1,4145.18,3159.38,UPI,Walk-in
SAL20250100904,2025-11-03,STR019,PRD00156,1,1591.76,0.0,1591.76,1231.95,Credit Card,Premium
SAL20250100905,2025-11-20,STR014,PRD00839,2,2839.58,0.0,5679.16,3629.94,Debit Card,Regular
SAL20250100906,2025-11-12,STR006,PRD01084,2,10498.54,0.1,18897.37,8422.78,Debit Card,Walk-in
SAL20250100907,2025-11-27,STR037,PRD00449,4,236.21,0.0,944.84,796.56,UPI,Corporate
SAL20250100908,2025-11-23,STR029,PRD01070,2,5540.5,0.2,8864.8,5153.54,UPI,Regular
SAL20250100909,2025-11-17,STR006,PRD00711,3,1868.86,0.1,5045.92,4067.04,Credit Card,Premium
SAL20250100910,2025-11-07,STR035,PRD00222,1,8948.67,0.0,8948.67,6580.84,Debit Card,Premium
SAL20250100911,2025-11-20,STR027,PRD00267,2,11328.41,0.15,19258.3,16003.18,UPI,Regular
SAL20250100912,2025-11-28,STR041,PRD00009,1,10580.64,0.0,10580.64,8344.51,Credit Card,Walk-in
SAL20250100913,2025-11-20,STR039,PRD00842,1,1322.87,0.0,1322.87,956.88,UPI,Walk-in
SAL20250100914,2025-11-26,STR006,PRD00091,1,21335.5,0.0,21335.5,15504.58,Credit Card,Regular
SAL20250100915,2025-11-13,STR037,PRD00700,1,4752.07,0.1,4276.86,2864.63,UPI,Premium
SAL20250100916,2025-11-15,STR036,PRD00844,1,3943.03,0.1,3548.73,2224.57,UPI,Premium
SAL20250100917,2025-11-20,STR013,PRD00036,2,8731.85,0.05,16590.51,11416.88,UPI,Premium
SAL20250100918,2025-11-29,STR001,PRD00305,2,1134.36,0.0,2268.72,1230.6,Credit Card,Regular
SAL20250100919,2025-11-18,STR024,PRD00872,1,467.45,0.1,420.7,333.62,Net Banking,Regular
SAL20250100920,2025-11-07,STR024,PRD00101,2,2548.25,0.0,5096.5,3606.5,UPI,Regular
SAL20250100921,2025-11-30,STR010,PRD00683,1,794.15,0.0,794.15,594.03,UPI,Regular
SAL20250100922,2025-11-22,STR038,PRD00540,1,550.54,0.05,523.01,388.62,Credit Card,Walk-in
SAL20250100923,2025-11-28,STR021,PRD01051,2,694.43,0.0,1388.86,708.38,Debit Card,Regular
SAL20250100924,2025-11-10,STR021,PRD01006,3,849.47,0.1,2293.57,1820.07,UPI,Walk-in
SAL20250100925,2025-11-27,STR009,PRD00160,1,7937.44,0.0,7937.44,4808.49,UPI,Regular
SAL20250100926,2025-11-05,STR005,PRD00471,1,607.66,0.1,546.89,495.35,UPI,Premium
SAL20250100927,2025-11-16,STR037,PRD00041,1,19732.0,0.1,17758.8,14953.27,Cash,Regular
SAL20250100928,2025-11-22,STR039,PRD00596,2,666.12,0.0,1332.24,795.82,Credit Card,Regular
SAL20250100929,2025-11-18,STR032,PRD00945,1,871.49,0.0,871.49,550.24,UPI,Regular
SAL20250100930,2025-11-29,STR002,PRD00886,1,1331.79,0.05,1265.2,944.7,UPI,Walk-in
SAL20250100931,2025-11-06,STR004,PRD01019,5,948.07,0.0,4740.35,2448.75,UPI,Premium
SAL20250100932,2025-11-15,STR007,PRD00871,3,1211.65,0.0,3634.95,2577.96,Cash,Regular
SAL20250100933,2025-11-13,STR040,PRD00606,1,516.03,0.1,464.43,308.57,UPI,Regular
SAL20250100934,2025-11-01,STR029,PRD00595,2,524.85,0.15,892.25,729.04,Credit Card,Walk-in
SAL20250100935,2025-11-09,STR022,PRD01045,1,910.12,0.2,728.1,471.24,UPI,Walk-in
SAL20250100936,2025-11-06,STR025,PRD00429,1,725.58,0.1,653.02,550.01,Cash,Regular
SAL20250100937,2025-11-01,STR037,PRD00745,1,2529.52,0.05,2403.04,1829.18,Debit Card,Regular
SAL20250100938,2025-11-30,STR013,PRD00052,1,1655.5,0.0,1655.5,1137.08,Credit Card,Walk-in
SAL20250100939,2025-11-28,STR034,PRD00483,1,634.79,0.1,571.31,530.96,UPI,Premium
SAL20250100940,2025-11-08,STR035,PRD00817,1,3058.64,0.0,3058.64,2165.66,Debit Card,Regular
SAL20250100941,2025-11-28,STR026,PRD00393,1,526.25,0.05,499.94,344.18,UPI,Regular
SAL20250100942,2025-11-11,STR036,PRD01046,2,946.12,0.05,1797.63,1052.58,Debit Card,Walk-in
SAL20250100943,2025-11-28,STR037,PRD00158,1,3798.87,0.1,3418.98,2582.44,UPI,Regular
SAL20250100944,2025-11-10,STR036,PRD01032,3,117.65,0.2,282.36,210.6,Credit Card,Walk-in
SAL20250100945,2025-11-22,STR007,PRD00459,1,918.25,0.0,918.25,735.01,UPI,Walk-in
SAL20250100946,2025-11-30,STR035,PRD00814,1,3265.17,0.2,2612.14,1889.37,Credit Card,Regular
SAL20250100947,2025-11-22,STR034,PRD00705,2,488.73,0.1,879.71,656.86,Debit Card,Corporate
SAL20250100948,2025-11-30,STR023,PRD01149,1,4599.19,0.2,3679.35,2334.77,UPI,Premium
SAL20250100949,2025-11-25,STR031,PRD01051,2,694.43,0.05,1319.42,708.38,Debit Card,Regular
SAL20250100950,2025-11-09,STR039,PRD00376,2,1476.13,0.0,2952.26,1365.98,Credit Card,Regular
SAL20250100951,2025-11-10,STR027,PRD00599,6,273.52,0.15,1394.95,1136.22,Cash,Regular
SAL20250100952,2025-11-16,STR007,PRD00161,1,9190.04,0.15,7811.53,7015.28,UPI,Regular
SAL20250100953,2025-11-27,STR023,PRD00993,2,168.95,0.0,337.9,173.84,Credit Card,Regular
SAL20250100954,2025-11-20,STR030,PRD00468,5,180.53,0.0,902.65,741.6,UPI,Walk-in
SAL20250100955,2025-11-29,STR002,PRD00728,1,5071.72,0.0,5071.72,3009.63,Net Banking,Regular
SAL20250100956,2025-11-26,STR013,PRD00567,4,365.44,0.15,1242.5,907.84,UPI,Premium
SAL20250100957,2025-11-17,STR029,PRD00016,1,12816.4,0.0,12816.4,9433.57,Credit Card,Corporate
SAL20250100958,2025-11-24,STR005,PRD01072,1,354.49,0.1,319.04,220.0,UPI,Regular
SAL20250100959,2025-11-11,STR036,PRD00719,1,4808.67,0.0,4808.67,2759.21,Credit Card,Regular
SAL20250100960,2025-11-20,STR034,PRD00008,1,14817.35,0.0,14817.35,10393.47,UPI,Regular
SAL20250100961,2025-11-14,STR003,PRD01195,3,6990.3,0.05,19922.35,10194.69,UPI,Walk-in
SAL20250100962,2025-11-21,STR006,PRD00056,1,11452.31,0.0,11452.31,8581.01,Credit Card,Regular
SAL20250100963,2025-11-26,STR012,PRD00659,3,294.97,0.05,840.66,656.52,Debit Card,Walk-in
SAL20250100964,2025-11-28,STR040,PRD00263,1,3207.01,0.1,2886.31,2439.1,UPI,Regular
SAL20250100965,2025-11-03,STR024,PRD00388,1,522.1,0.1,469.89,256.49,Debit Card,Walk-in
SAL20250100966,2025-11-02,STR041,PRD00560,1,314.33,0.0,314.33,218.79,Cash,Premium
SAL20250100967,2025-11-29,STR027,PRD00797,2,567.41,0.0,1134.82,822.82,UPI,Corporate
SAL20250100968,2025-11-19,STR010,PRD00642,1,467.68,0.0,467.68,290.22,UPI,Premium
SAL20250100969,2025-11-30,STR012,PRD00084,1,11056.09,0.2,8844.87,8293.77,Credit Card,Corporate
SAL20250100970,2025-11-21,STR023,PRD00674,1,2861.74,0.0,2861.74,1590.59,Credit Card,Regular
SAL20250100971,2025-11-25,STR027,PRD00499,2,309.01,0.0,618.02,531.08,UPI,Regular
SAL20250100972,2025-11-28,STR002,PRD01042,3,143.52,0.05,409.03,284.07,UPI,Walk-in
SAL20250100973,2025-11-15,STR011,PRD00454,1,238.81,0.0,238.81,182.3,UPI,Premium
SAL20250100974,2025-11-01,STR004,PRD01146,4,2954.25,0.0,11817.0,5955.08,UPI,Walk-in
SAL20250100975,2025-11-27,STR013,PRD00617,3,496.18,0.15,1265.26,1089.03,UPI,Regular
SAL20250100976,2025-11-30,STR025,PRD00888,1,2557.48,0.0,2557.48,1725.04,Debit Card,Regular
SAL20250100977,2025-11-02,STR014,PRD00687,1,2662.45,0.0,2662.45,1789.17,UPI,Premium
SAL20250100978,2025-11-01,STR038,PRD00678,1,3485.6,0.05,3311.32,2254.91,UPI,Regular
SAL20250100979,2025-11-16,STR015,PRD00873,1,687.87,0.2,550.3,491.45,UPI,Regular
SAL20250100980,2025-11-17,STR007,PRD00633,1,365.95,0.0,365.95,212.9,Credit Card,Corporate
SAL20250100981,2025-11-21,STR008,PRD01182,1,9675.4,0.15,8224.09,4265.56,UPI,Walk-in
SAL20250100982,2025-11-17,STR012,PRD00336,3,1590.59,0.15,4056.0,2463.33,Credit Card,Premium
SAL20250100983,2025-11-25,STR036,PRD00278,3,439.84,0.2,1055.62,876.21,Credit Card,Premium
SAL20250100984,2025-11-18,STR021,PRD00795,1,965.34,0.2,772.27,688.02,Debit Card,Premium
SAL20250100985,2025-11-18,STR041,PRD00783,1,2295.14,0.0,2295.14,1443.25,UPI,Regular
SAL20250100986,2025-11-22,STR002,PRD00291,2,469.9,0.1,845.82,559.52,UPI,Regular
SAL20250100987,2025-11-08,STR035,PRD01160,1,7696.75,0.0,7696.75,3490.84,Cash,Walk-in
SAL20250100988,2025-11-10,STR041,PRD00161,1,9190.04,0.0,9190.04,7015.28,Credit Card,Regular
SAL20250100989,2025-11-09,STR024,PRD00200,1,1880.51,0.2,1504.41,1363.43,Debit Card,Walk-in
SAL20250100990,2025-11-21,STR004,PRD00864,1,1725.02,0.0,1725.02,1118.06,Credit Card,Regular
SAL20250100991,2025-11-19,STR004,PRD00139,1,2949.49,0.2,2359.59,1812.36,Cash,Walk-in
SAL20250100992,2025-11-26,STR021,PRD00053,1,3304.53,0.1,2974.08,2309.51,UPI,Regular
SAL20250100993,2025-11-12,STR014,PRD01005,3,682.39,0.0,2047.17,1427.1,UPI,Regular
SAL20250100994,2025-11-28,STR003,PRD01120,2,8969.51,0.0,17939.02,8799.92,Cash,Regular
SAL20250100995,2025-11-12,STR004,PRD01067,3,922.58,0.2,2214.19,1694.52,UPI,Walk-in
SAL20250100996,2025-11-16,STR033,PRD00016,1,12816.4,0.05,12175.58,9433.57,Debit Card,Regular
SAL20250100997,2025-11-04,STR020,PRD00587,1,250.15,0.05,237.64,171.79,UPI,Regular
SAL20250100998,2025-11-27,STR017,PRD00138,1,3460.02,0.0,3460.02,2661.97,UPI,Regular
SAL20250100999,2025-11-06,STR003,PRD00088,1,22406.29,0.15,19045.35,17527.4,UPI,Regular
SAL20250101000,2025-11-11,STR038,PRD00051,1,18906.15,0.2,15124.92,13812.18,Cash,Regular
SAL20250101001,2025-11-03,STR020,PRD00919,3,3391.01,0.0,10173.03,6696.24,UPI,Walk-in
SAL20250101002,2025-11-24,STR038,PRD00246,1,1945.93,0.0,1945.93,1239.78,Net Banking,Premium
