SaleID,SaleDate,StoreID,ProductID,Quantity,UnitPrice,Discount,Revenue,Cost,PaymentMethod,CustomerSegment
SAL20250079215,2025-09-30,STR039,PRD00315,1,452.88,0.0,452.88,281.44,Credit Card,Premium
SAL20250079216,2025-09-29,STR022,PRD00266,1,13058.2,0.0,13058.2,8085.89,UPI,Regular
SAL20250079217,2025-09-29,STR028,PRD00521,3,947.8,0.0,2843.4,2497.8,UPI,Walk-in
SAL20250079218,2025-09-28,STR020,PRD00168,1,8820.25,0.0,8820.25,6611.06,UPI,Regular
SAL20250079219,2025-09-03,STR027,PRD00326,2,1442.32,0.0,2884.64,1362.86,Debit Card,Regular
SAL20250079220,2025-09-05,STR004,PRD00483,3,634.79,0.0,1904.37,1592.88,UPI,Regular
SAL20250079221,2025-09-25,STR013,PRD00317,1,1393.76,0.0,1393.76,799.47,Debit Card,Walk-in
SAL20250079222,2025-09-14,STR022,PRD01175,1,2568.19,0.0,2568.19,1572.7,UPI,Premium
SAL20250079223,2025-09-16,STR029,PRD00342,1,1186.13,0.05,1126.82,698.17,UPI,Regular
SAL20250079224,2025-09-20,STR008,PRD01157,2,8076.82,0.05,15345.96,8530.82,UPI,Walk-in
SAL20250079225,2025-09-05,STR010,PRD00346,1,927.55,0.1,834.79,634.62,Credit Card,Regular
SAL20250079226,2025-09-13,STR021,PRD01107,3,1600.76,0.0,4802.28,2205.39,Cash,Regular
SAL20250079227,2025-09-27,STR004,PRD00568,1,465.88,0.1,419.29,288.31,Debit Card,Regular
SAL20250079228,2025-09-16,STR026,PRD00343,1,244.94,0.0,244.94,130.41,Credit Card,Walk-in
SAL20250079229,2025-09-30,STR022,PRD00930,1,4102.13,0.0,4102.13,2365.34,UPI,Regular
SAL20250079230,2025-09-06,STR011,PRD00471,1,607.66,0.0,607.66,495.35,Net Banking,Regular
SAL20250079231,2025-09-08,STR005,PRD00238,1,4984.73,0.0,4984.73,3134.78,UPI,Regular
SAL20250079232,2025-09-26,STR026,PRD00629,1,197.41,0.0,197.41,137.09,UPI,Walk-in
SAL20250079233,2025-09-22,STR032,PRD00513,1,111.04,0.0,111.04,92.76,Cash,Walk-in
SAL20250079234,2025-09-14,STR018,PRD00473,1,113.62,0.0,113.62,94.83,Cash,Walk-in
SAL20250079235,2025-09-22,STR028,PRD00358,1,873.37,0.0,873.37,466.67,UPI,Premium
SAL20250079236,2025-09-05,STR004,PRD00650,2,429.23,0.0,858.46,498.62,UPI,Premium
SAL20250079237,2025-09-29,STR033,PRD00820,2,2007.6,0.0,4015.2,2354.36,UPI,Walk-in
SAL20250079238,2025-09-08,STR015,PRD00243,1,1936.68,0.0,1936.68,1385.71,Cash,Regular
SAL20250079239,2025-09-11,STR018,PRD00262,1,10754.4,0.0,10754.4,8063.44,Cash,Walk-in
SAL20250079240,2025-09-25,STR037,PRD00418,1,378.6,0.0,378.6,315.43,Cash,Regular
SAL20250079241,2025-09-02,STR007,PRD00500,4,936.13,0.0,3744.52,3030.12,Debit Card,Walk-in
SAL20250079242,2025-09-09,STR027,PRD01028,3,93.34,0.0,280.02,144.3,Cash,Walk-in
SAL20250079243,2025-09-28,STR025,PRD00076,1,13611.14,0.0,13611.14,10725.57,UPI,Premium
SAL20250079244,2025-09-01,STR023,PRD00198,2,4266.35,0.1,7679.43,5952.76,Cash,Walk-in
SAL20250079245,2025-09-09,STR030,PRD00996,1,577.22,0.05,548.36,329.39,UPI,Regular
SAL20250079246,2025-09-08,STR041,PRD00838,1,1522.8,0.0,1522.8,1046.85,Credit Card,Regular
SAL20250079247,2025-09-28,STR038,PRD00592,2,365.4,0.05,694.26,436.58,Credit Card,Regular
SAL20250079248,2025-09-28,STR034,PRD01000,2,495.66,0.0,991.32,691.74,Credit Card,Regular
SAL20250079249,2025-09-26,STR015,PRD00470,2,416.77,0.0,833.54,650.22,Credit Card,Premium
SAL20250079250,2025-09-06,STR020,PRD00789,4,4846.68,0.05,18417.38,11739.64,Credit Card,Corporate
SAL20250079251,2025-09-04,STR032,PRD00803,1,2033.91,0.0,2033.91,1224.74,Net Banking,Walk-in
SAL20250079252,2025-09-23,STR028,PRD01098,1,1920.11,0.0,1920.11,1122.86,Net Banking,Walk-in
SAL20250079253,2025-09-25,STR024,PRD01169,1,6625.23,0.0,6625.23,4001.41,Credit Card,Corporate
SAL20250079254,2025-09-10,STR009,PRD01000,2,495.66,0.0,991.32,691.74,Credit Card,Premium
SAL20250079255,2025-09-13,STR030,PRD00912,1,532.47,0.0,532.47,306.3,UPI,Regular
SAL20250079256,2025-09-19,STR026,PRD00955,2,608.44,0.1,1095.19,821.8,Cash,Regular
SAL20250079257,2025-09-25,STR025,PRD00417,3,788.29,0.0,2364.87,1985.13,Credit Card,Regular
SAL20250079258,2025-09-04,STR012,PRD00635,3,332.03,0.0,996.09,621.9,UPI,Regular
SAL20250079259,2025-09-02,STR019,PRD00455,5,683.36,0.0,3416.8,2817.35,UPI,Walk-in
SAL20250079260,2025-09-04,STR028,PRD01181,3,2062.42,0.0,6187.26,3848.49,UPI,Regular
SAL20250079261,2025-09-15,STR017,PRD00515,1,551.51,0.0,551.51,473.21,Credit Card,Regular
SAL20250079262,2025-09-22,STR005,PRD00004,1,18331.36,0.0,18331.36,14741.73,UPI,Walk-in
SAL20250079263,2025-09-21,STR034,PRD00231,1,9171.94,0.0,9171.94,6705.09,Net Banking,Premium
SAL20250079264,2025-09-30,STR040,PRD00823,1,2558.98,0.0,2558.98,1717.69,Cash,Corporate
SAL20250079265,2025-09-26,STR003,PRD00537,1,133.85,0.0,133.85,78.78,UPI,Regular
SAL20250079266,2025-09-30,STR034,PRD00068,1,10777.06,0.0,10777.06,8694.54,Credit Card,Regular
SAL20250079267,2025-09-07,STR034,PRD00056,1,11452.31,0.0,11452.31,8581.01,UPI,Walk-in
SAL20250079268,2025-09-13,STR041,PRD01020,1,560.55,0.0,560.55,361.97,UPI,Premium
SAL20250079269,2025-09-25,STR018,PRD00038,1,2962.9,0.0,2962.9,2113.53,UPI,Premium
SAL20250079270,2025-09-18,STR002,PRD00049,2,4540.51,0.0,9081.02,6056.22,Credit Card,Regular
SAL20250079271,2025-09-08,STR007,PRD00380,2,304.64,0.0,609.28,421.0,Credit Card,Regular
SAL20250079272,2025-09-07,STR008,PRD01129,1,691.29,0.0,691.29,281.12,Debit Card,Regular
SAL20250079273,2025-09-29,STR013,PRD00641,3,499.93,0.0,1499.79,999.36,UPI,Regular
SAL20250079274,2025-09-21,STR026,PRD00018,1,13116.16,0.1,11804.54,9769.19,Debit Card,Walk-in
SAL20250079275,2025-09-06,STR032,PRD00688,3,2802.62,0.0,8407.86,6266.52,Credit Card,Walk-in
SAL20250079276,2025-09-08,STR029,PRD00911,2,807.88,0.0,1615.76,1204.4,UPI,Regular
SAL20250079277,2025-09-26,STR003,PRD00684,2,3989.77,0.0,7979.54,4931.08,UPI,Regular
SAL20250079278,2025-09-23,STR008,PRD00122,1,23504.26,0.05,22329.05,16366.57,Credit Card,Regular
SAL20250079279,2025-09-16,STR024,PRD00260,1,8853.62,0.1,7968.26,5607.87,UPI,Premium
SAL20250079280,2025-09-26,STR024,PRD00702,1,1394.73,0.1,1255.26,988.64,Credit Card,Premium
SAL20250079281,2025-09-09,STR026,PRD00219,1,1404.86,0.0,1404.86,998.92,Credit Card,Walk-in
SAL20250079282,2025-09-04,STR022,PRD00158,1,3798.87,0.1,3418.98,2582.44,UPI,Regular
SAL20250079283,2025-09-13,STR006,PRD00323,1,361.28,0.0,361.28,188.15,Cash,Walk-in
SAL20250079284,2025-09-04,STR038,PRD01091,2,5878.46,0.05,11169.07,5617.7,Credit Card,Regular
