SaleID,SaleDate,StoreID,ProductID,Quantity,UnitPrice,Discount,Revenue,Cost,PaymentMethod,CustomerSegment
SAL20250019063,2025-03-04,STR022,PRD00973,1,291.44,0.0,291.44,156.91,Debit Card,Walk-in
SAL20250019064,2025-03-29,STR002,PRD00253,1,9663.5,0.0,9663.5,6717.07,UPI,Regular
SAL20250019065,2025-03-09,STR031,PRD00194,1,5905.12,0.1,5314.61,4140.26,Debit Card,Regular
SAL20250019066,2025-03-24,STR024,PRD00820,2,2007.6,0.0,4015.2,2354.36,UPI,Regular
SAL20250019067,2025-03-20,STR016,PRD00993,1,168.95,0.0,168.95,86.92,UPI,Walk-in
SAL20250019068,2025-03-31,STR036,PRD00171,1,6232.31,0.0,6232.31,4552.99,Cash,Regular
SAL20250019069,2025-03-06,STR024,PRD00629,4,197.41,0.0,789.64,548.36,UPI,Regular
SAL20250019070,2025-03-02,STR007,PRD00375,2,650.42,0.0,1300.84,730.12,Credit Card,Walk-in
SAL20250019071,2025-03-21,STR031,PRD00376,2,1476.13,0.0,2952.26,1365.98,Credit Card,Regular
SAL20250019072,2025-03-03,STR025,PRD00259,1,1699.09,0.0,1699.09,1233.0,Credit Card,Regular
SAL20250019073,2025-03-28,STR030,PRD00407,2,687.91,0.0,1375.82,1066.8,UPI,Corporate
SAL20250019074,2025-03-04,STR036,PRD00617,3,496.18,0.0,1488.54,1089.03,Debit Card,Regular
SAL20250019075,2025-03-14,STR031,PRD00233,1,9134.67,0.0,9134.67,7104.84,Credit Card,Premium
SAL20250019076,2025-03-30,STR004,PRD00768,1,281.0,0.0,281.0,205.1,UPI,Regular
SAL20250019077,2025-03-01,STR006,PRD00846,1,1551.36,0.0,1551.36,1102.23,Debit Card,Walk-in
SAL20250019078,2025-03-17,STR041,PRD00893,1,963.04,0.0,963.04,603.05,Credit Card,Regular
SAL20250019079,2025-03-19,STR018,PRD00505,1,1140.95,0.0,1140.95,860.47,UPI,Premium
SAL20250019080,2025-03-10,STR036,PRD00858,1,1066.62,0.0,1066.62,695.16,Net Banking,Walk-in
SAL20250019081,2025-03-15,STR003,PRD00556,3,634.75,0.0,1904.25,1412.94,UPI,Corporate
SAL20250019082,2025-03-29,STR007,PRD00791,3,855.75,0.0,2567.25,1798.41,Cash,Walk-in
SAL20250019083,2025-03-30,STR012,PRD01178,1,5467.45,0.0,5467.45,3516.53,Credit Card,Walk-in
SAL20250019084,2025-03-21,STR008,PRD00251,1,10660.28,0.0,10660.28,7306.06,UPI,Regular
SAL20250019085,2025-03-13,STR006,PRD00141,1,2559.21,0.0,2559.21,1944.29,Cash,Premium
SAL20250019086,2025-03-26,STR020,PRD00635,2,332.03,0.1,597.65,414.6,UPI,Premium
SAL20250019087,2025-03-16,STR010,PRD00355,1,304.11,0.0,304.11,163.8,Credit Card,Premium
SAL20250019088,2025-03-21,STR001,PRD00221,1,9230.37,0.0,9230.37,5770.89,Credit Card,Walk-in
SAL20250019089,2025-03-14,STR028,PRD01053,1,481.32,0.0,481.32,312.78,UPI,Premium
SAL20250019090,2025-03-19,STR028,PRD00031,1,18632.2,0.0,18632.2,13903.81,UPI,Regular
SAL20250019091,2025-03-25,STR006,PRD00333,2,1043.83,0.0,2087.66,1108.8,UPI,Walk-in
SAL20250019092,2025-03-16,STR023,PRD00945,1,871.49,0.0,871.49,550.24,Debit Card,Regular
