SaleID,SaleDate,StoreID,ProductID,Quantity,UnitPrice,Discount,Revenue,Cost,PaymentMethod,CustomerSegment
SAL20250009106,2025-02-12,STR007,PRD01194,1,6442.41,0.05,6120.29,3885.18,UPI,Regular
SAL20250009107,2025-02-11,STR027,PRD00767,2,2122.92,0.1,3821.26,3114.28,UPI,Regular
SAL20250009108,2025-02-24,STR021,PRD01103,3,5704.94,0.0,17114.82,7178.16,Credit Card,Regular
SAL20250009109,2025-02-12,STR003,PRD00248,1,9547.84,0.0,9547.84,6877.51,UPI,Regular
SAL20250009110,2025-02-17,STR020,PRD00902,1,258.19,0.0,258.19,154.07,UPI,Regular
SAL20250009111,2025-02-06,STR004,PRD00272,1,610.52,0.0,610.52,344.72,UPI,Regular
SAL20250009112,2025-02-12,STR024,PRD00915,2,703.59,0.0,1407.18,926.3,UPI,Walk-in
SAL20250009113,2025-02-20,STR013,PRD00790,4,1379.35,0.0,5517.4,3610.88,UPI,Regular
SAL20250009114,2025-02-26,STR023,PRD00419,1,950.16,0.05,902.65,763.92,Net Banking,Walk-in
SAL20250009115,2025-02-06,STR037,PRD00167,1,8410.2,0.0,8410.2,5523.21,UPI,Walk-in
SAL20250009116,2025-02-21,STR030,PRD00702,2,1394.73,0.0,2789.46,1977.28,Credit Card,Walk-in
SAL20250009117,2025-02-16,STR023,PRD00203,1,6533.34,0.0,6533.34,4260.88,Debit Card,Walk-in
SAL20250009118,2025-02-13,STR010,PRD00048,1,26663.85,0.0,26663.85,18297.1,Cash,Walk-in
SAL20250009119,2025-02-09,STR031,PRD00963,6,93.93,0.0,563.58,382.56,UPI,Walk-in
SAL20250009120,2025-02-15,STR038,PRD00538,5,57.89,0.0,289.45,208.9,UPI,Regular
SAL20250009121,2025-02-06,STR014,PRD00843,1,1073.63,0.0,1073.63,689.46,UPI,Premium
SAL20250009122,2025-02-11,STR004,PRD00774,1,2102.71,0.0,2102.71,1549.27,UPI,Premium
SAL20250009123,2025-02-13,STR018,PRD00952,1,892.13,0.0,892.13,502.71,UPI,Regular
SAL20250009124,2025-02-16,STR021,PRD00026,1,4182.92,0.0,4182.92,3047.01,UPI,Regular
SAL20250009125,2025-02-16,STR003,PRD00574,4,560.83,0.0,2243.32,1354.24,UPI,Regular
SAL20250009126,2025-02-05,STR015,PRD00991,3,894.61,0.1,2415.45,1543.59,Debit Card,Regular
SAL20250009127,2025-02-13,STR034,PRD00738,1,984.8,0.1,886.32,687.04,UPI,Walk-in
SAL20250009128,2025-02-20,STR038,PRD00126,1,8140.39,0.0,8140.39,6131.32,UPI,Walk-in
SAL20250009129,2025-02-26,STR017,PRD00198,1,4266.35,0.0,4266.35,2976.38,UPI,Regular
SAL20250009130,2025-02-19,STR040,PRD00815,1,2750.26,0.0,2750.26,1847.59,UPI,Regular
SAL20250009131,2025-02-21,STR028,PRD00030,1,17262.94,0.1,15536.65,12589.59,Cash,Regular
SAL20250009132,2025-02-18,STR015,PRD00709,2,232.93,0.0,465.86,306.1,UPI,Regular
SAL20250009133,2025-02-27,STR031,PRD00069,1,11744.39,0.0,11744.39,7701.34,Credit Card,Regular
SAL20250009134,2025-02-23,STR017,PRD00756,1,3090.95,0.1,2781.86,2208.4,Credit Card,Regular
SAL20250009135,2025-02-12,STR010,PRD00991,1,894.61,0.0,894.61,514.53,Debit Card,Corporate
SAL20250009136,2025-02-18,STR008,PRD00508,1,125.21,0.1,112.69,109.93,UPI,Premium
