SaleID,SaleDate,StoreID,ProductID,Quantity,UnitPrice,Discount,Revenue,Cost,PaymentMethod,CustomerSegment
SAL20250039750,2025-05-16,STR034,PRD00758,1,4375.02,0.0,4375.02,3168.27,Credit Card,Regular
SAL20250039751,2025-05-04,STR017,PRD00700,2,4752.07,0.0,9504.14,5729.26,UPI,Corporate
SAL20250039752,2025-05-08,STR008,PRD00488,10,995.48,0.0,9954.8,8358.6,UPI,Regular
SAL20250039753,2025-05-11,STR020,PRD00254,1,11020.14,0.0,11020.14,6776.21,Debit Card,Walk-in
SAL20250039754,2025-05-19,STR008,PRD00006,1,3457.14,0.1,3111.43,2519.92,UPI,Walk-in
SAL20250039755,2025-05-10,STR001,PRD00503,1,634.01,0.0,634.01,525.79,Credit Card,Walk-in
SAL20250039756,2025-05-05,STR027,PRD00706,1,3862.25,0.0,3862.25,2444.01,Debit Card,Walk-in
SAL20250039757,2025-05-03,STR038,PRD01113,2,4340.13,0.0,8680.26,4031.84,UPI,Regular
SAL20250039758,2025-05-01,STR009,PRD00443,2,206.94,0.05,393.19,334.12,UPI,Walk-in
SAL20250039759,2025-05-25,STR016,PRD00159,1,4881.58,0.1,4393.42,3676.52,UPI,Regular
SAL20250039760,2025-05-04,STR014,PRD00696,1,1599.77,0.0,1599.77,1080.02,Cash,Regular
SAL20250039761,2025-05-08,STR011,PRD00442,3,148.56,0.0,445.68,359.1,UPI,Walk-in
SAL20250039762,2025-05-05,STR031,PRD00618,1,249.13,0.0,249.13,183.03,UPI,Walk-in
SAL20250039763,2025-05-26,STR030,PRD00660,1,324.23,0.0,324.23,238.04,UPI,Walk-in
SAL20250039764,2025-05-26,STR016,PRD00563,2,667.75,0.0,1335.5,867.12,Credit Card,Regular
SAL20250039765,2025-05-30,STR027,PRD00574,1,560.83,0.1,504.75,338.56,Debit Card,Walk-in
SAL20250039766,2025-05-14,STR038,PRD00831,1,2902.42,0.0,2902.42,1993.17,UPI,Walk-in
SAL20250039767,2025-05-14,STR028,PRD00095,1,18324.65,0.05,17408.42,13913.8,UPI,Walk-in
SAL20250039768,2025-05-27,STR024,PRD00500,1,936.13,0.0,936.13,757.53,UPI,Regular
SAL20250039769,2025-05-23,STR019,PRD00528,10,1118.04,0.0,11180.4,9463.4,UPI,Regular
SAL20250039770,2025-05-04,STR004,PRD00258,1,2441.64,0.0,2441.64,1594.77,Credit Card,Regular
SAL20250039771,2025-05-17,STR004,PRD01184,2,6927.53,0.0,13855.06,6365.4,Credit Card,Premium
SAL20250039772,2025-05-29,STR027,PRD00719,2,4808.67,0.0,9617.34,5518.42,Credit Card,Regular
SAL20250039773,2025-05-01,STR018,PRD00382,2,534.11,0.0,1068.22,585.82,UPI,Regular
SAL20250039774,2025-05-23,STR016,PRD00756,1,3090.95,0.1,2781.86,2208.4,UPI,Premium
SAL20250039775,2025-05-28,STR010,PRD00844,3,3943.03,0.0,11829.09,6673.71,Cash,Walk-in
SAL20250039776,2025-05-11,STR016,PRD00244,1,9135.72,0.0,9135.72,5766.93,Credit Card,Regular
SAL20250039777,2025-05-06,STR005,PRD00557,2,210.61,0.0,421.22,268.86,Credit Card,Regular
SAL20250039778,2025-05-18,STR011,PRD00784,1,1985.25,0.0,1985.25,1302.04,UPI,Regular
SAL20250039779,2025-05-16,STR040,PRD00242,1,3336.56,0.0,3336.56,2557.66,UPI,Walk-in
SAL20250039780,2025-05-14,STR030,PRD01006,4,849.47,0.0,3397.88,2426.76,Credit Card,Regular
SAL20250039781,2025-05-15,STR002,PRD00163,1,12710.38,0.0,12710.38,7712.99,Credit Card,Regular
SAL20250039782,2025-05-21,STR015,PRD00071,1,14423.02,0.0,14423.02,9605.63,UPI,Regular
SAL20250039783,2025-05-17,STR012,PRD00790,4,1379.35,0.0,5517.4,3610.88,Credit Card,Walk-in
SAL20250039784,2025-05-25,STR010,PRD00387,1,446.12,0.0,446.12,248.3,UPI,Walk-in
SAL20250039785,2025-05-06,STR015,PRD00537,1,133.85,0.0,133.85,78.78,UPI,Walk-in
SAL20250039786,2025-05-18,STR015,PRD00980,3,608.25,0.0,1824.75,1086.78,UPI,Regular
SAL20250039787,2025-05-29,STR030,PRD00164,1,7383.75,0.0,7383.75,4728.61,UPI,Walk-in
SAL20250039788,2025-05-18,STR040,PRD00311,1,936.08,0.0,936.08,578.34,Cash,Regular
SAL20250039789,2025-05-13,STR037,PRD00339,2,831.47,0.05,1579.79,996.34,UPI,Regular
SAL20250039790,2025-05-02,STR037,PRD00856,4,1871.17,0.0,7484.68,4850.28,UPI,Regular
SAL20250039791,2025-05-18,STR003,PRD00270,1,1213.51,0.0,1213.51,769.06,Net Banking,Regular
SAL20250039792,2025-05-05,STR009,PRD00027,1,21177.44,0.0,21177.44,15886.64,UPI,Walk-in
SAL20250039793,2025-05-23,STR037,PRD00454,1,238.81,0.0,238.81,182.3,Debit Card,Corporate
SAL20250039794,2025-05-03,STR032,PRD00880,1,430.21,0.0,430.21,293.94,UPI,Walk-in
SAL20250039795,2025-05-19,STR026,PRD00009,3,10580.64,0.0,31741.92,25033.53,Debit Card,Premium
SAL20250039796,2025-05-08,STR034,PRD00951,1,594.37,0.1,534.93,352.38,Debit Card,Walk-in
