SaleID,SaleDate,StoreID,ProductID,Quantity,UnitPrice,Discount,Revenue,Cost,PaymentMethod,CustomerSegment
SAL20250028575,2025-04-30,STR029,PRD00806,2,330.79,0.0,661.58,373.26,Debit Card,Walk-in
SAL20250028576,2025-04-30,STR041,PRD00336,2,1590.59,0.0,3181.18,1642.22,Net Banking,Walk-in
SAL20250028577,2025-04-23,STR005,PRD00436,1,630.05,0.0,630.05,507.7,Debit Card,Regular
SAL20250028578,2025-04-28,STR010,PRD00979,10,62.69,0.05,595.55,374.3,UPI,Walk-in
SAL20250036002,2025-04-10,STR015,PRD00250,1,3877.74,0.0,3877.74,2737.07,Debit Card,Walk-in
SAL20250028580,2025-04-20,STR018,PRD00643,3,345.09,0.0,1035.27,652.8,UPI,Walk-in
SAL20250028581,2025-04-09,STR027,PRD00790,3,1379.35,0.0,4138.05,2708.16,Credit Card,Regular
SAL20250028582,2025-04-17,STR036,PRD00158,1,3798.87,0.0,3798.87,2582.44,UPI,Walk-in
SAL20250028583,2025-04-01,STR021,PRD00152,1,8357.62,0.0,8357.62,5421.82,Cash,Regular
SAL20250028584,2025-04-13,STR037,PRD00082,1,9499.68,0.0,9499.68,6552.44,Net Banking,Regular
SAL20250028585,2025-04-08,STR035,PRD00835,4,1480.55,0.0,5922.2,4032.8,UPI,Regular
SAL20250028586,2025-04-19,STR018,PRD00199,1,1863.27,0.0,1863.27,1335.3,Credit Card,Premium
SAL20250028587,2025-04-01,STR023,PRD00666,1,224.43,0.05,213.21,162.71,Credit Card,Regular
SAL20250028588,2025-04-12,STR038,PRD00700,1,4752.07,0.1,4276.86,2864.63,Cash,Walk-in
SAL20250028589,2025-04-25,STR007,PRD00718,3,2341.08,0.0,7023.24,5027.97,UPI,Regular
SAL20250028590,2025-04-04,STR010,PRD00261,1,8333.44,0.0,8333.44,5118.51,Debit Card,Walk-in
SAL20250028591,2025-04-11,STR004,PRD00288,2,827.89,0.0,1655.78,878.72,UPI,Walk-in
SAL20250028592,2025-04-03,STR015,PRD01133,1,8197.9,0.05,7788.0,3765.02,Debit Card,Walk-in
SAL20250028593,2025-04-13,STR019,PRD00865,1,2254.56,0.1,2029.1,1423.93,Credit Card,Regular
SAL20250028594,2025-04-03,STR034,PRD00437,5,320.21,0.1,1440.94,1355.6,UPI,Regular
SAL20250028595,2025-04-27,STR036,PRD00335,3,1156.98,0.0,3470.94,1867.68,Credit Card,Walk-in
SAL20250028596,2025-04-16,STR010,PRD00370,1,676.23,0.0,676.23,451.33,UPI,Walk-in
SAL20250028597,2025-04-12,STR022,PRD00141,1,2559.21,0.0,2559.21,1944.29,UPI,Walk-in
SAL20250028598,2025-04-18,STR012,PRD00001,1,21322.84,0.0,21322.84,15337.08,UPI,Regular
SAL20250028599,2025-04-26,STR040,PRD01170,1,1269.68,0.0,1269.68,694.9,UPI,Regular
SAL20250028600,2025-04-09,STR011,PRD00422,2,218.73,0.0,437.46,333.86,UPI,Regular
SAL20250028601,2025-04-19,STR005,PRD00053,1,3304.53,0.0,3304.53,2309.51,Cash,Regular
SAL20250028602,2025-04-22,STR016,PRD01177,1,2791.89,0.0,2791.89,1594.63,UPI,Regular
SAL20250028603,2025-04-06,STR007,PRD00470,3,416.77,0.1,1125.28,975.33,UPI,Regular
SAL20250028604,2025-04-16,STR031,PRD01157,4,8076.82,0.0,32307.28,17061.64,Debit Card,Walk-in
SAL20250028605,2025-04-04,STR019,PRD01093,3,4476.19,0.0,13428.57,8661.06,Debit Card,Regular
SAL20250028606,2025-04-06,STR037,PRD01108,1,4924.79,0.0,4924.79,2289.5,Credit Card,Premium
SAL20250028607,2025-04-23,STR040,PRD00300,1,1106.33,0.0,1106.33,601.1,UPI,Regular
SAL20250028608,2025-04-25,STR028,PRD00268,2,1061.68,0.0,2123.36,1040.52,UPI,Regular
SAL20250028609,2025-04-04,STR028,PRD00863,2,1338.83,0.0,2677.66,1490.12,Cash,Regular
SAL20250028610,2025-04-30,STR015,PRD00043,1,22998.01,0.1,20698.21,15302.97,Debit Card,Regular
SAL20250028611,2025-04-07,STR041,PRD00371,1,199.9,0.0,199.9,113.45,UPI,Regular
SAL20250028612,2025-04-17,STR012,PRD01063,3,747.32,0.0,2241.96,1465.17,Debit Card,Regular
SAL20250028613,2025-04-08,STR017,PRD00532,1,1039.03,0.0,1039.03,808.86,UPI,Regular
SAL20250028614,2025-04-01,STR020,PRD00051,1,18906.15,0.0,18906.15,13812.18,UPI,Walk-in
SAL20250028615,2025-04-23,STR005,PRD00814,2,3265.17,0.0,6530.34,3778.74,UPI,Regular
SAL20250028616,2025-04-07,STR035,PRD00459,1,918.25,0.0,918.25,735.01,Cash,Corporate
SAL20250028617,2025-04-28,STR003,PRD00837,1,4012.56,0.0,4012.56,2368.64,UPI,Walk-in
SAL20250028618,2025-04-22,STR038,PRD00160,2,7937.44,0.0,15874.88,9616.98,Credit Card,Regular
SAL20250028619,2025-04-25,STR013,PRD00239,1,6180.81,0.0,6180.81,4556.06,Debit Card,Regular
SAL20250028620,2025-04-05,STR036,PRD00332,2,556.82,0.05,1057.96,545.86,UPI,Regular
SAL20250028621,2025-04-04,STR002,PRD00585,3,401.86,0.0,1205.58,868.95,Net Banking,Regular
SAL20250028622,2025-04-21,STR004,PRD00694,2,3202.51,0.0,6405.02,4638.02,Cash,Regular
SAL20250028623,2025-04-13,STR021,PRD00184,2,3565.48,0.0,7130.96,5177.4,Credit Card,Regular
SAL20250028624,2025-04-17,STR024,PRD00552,4,296.06,0.0,1184.24,779.76,Credit Card,Regular
SAL20250028625,2025-04-03,STR025,PRD00028,1,4027.15,0.0,4027.15,2641.37,Credit Card,Walk-in
SAL20250028626,2025-04-11,STR027,PRD00689,1,492.79,0.0,492.79,332.83,UPI,Regular
SAL20250028627,2025-04-25,STR016,PRD00736,2,1942.77,0.0,3885.54,2483.1,Debit Card,Walk-in
SAL20250028628,2025-04-03,STR032,PRD00877,4,1728.24,0.1,6221.66,4847.64,Debit Card,Regular
SAL20250028629,2025-04-29,STR005,PRD00282,1,705.96,0.0,705.96,470.23,UPI,Premium
SAL20250028630,2025-04-03,STR012,PRD01032,3,117.65,0.0,352.95,210.6,UPI,Walk-in
SAL20250028631,2025-04-05,STR035,PRD00423,1,256.23,0.0,256.23,213.9,Credit Card,Walk-in
SAL20250028632,2025-04-02,STR013,PRD00438,2,638.02,0.0,1276.04,973.78,UPI,Regular
SAL20250028633,2025-04-05,STR002,PRD00352,3,930.67,0.0,2792.01,1790.7,Net Banking,Regular
SAL20250028634,2025-04-21,STR014,PRD00845,1,2226.26,0.0,2226.26,1523.41,Net Banking,Regular
SAL20250028635,2025-04-16,STR035,PRD00062,1,21073.23,0.05,20019.57,13798.59,Cash,Regular
SAL20250028636,2025-04-24,STR011,PRD00705,2,488.73,0.0,977.46,656.86,Credit Card,Walk-in
SAL20250028637,2025-04-09,STR002,PRD00112,1,3948.48,0.05,3751.06,3127.23,Credit Card,Premium
SAL20250028638,2025-04-09,STR007,PRD00203,1,6533.34,0.0,6533.34,4260.88,Debit Card,Walk-in
