SaleID,SaleDate,StoreID,ProductID,Quantity,UnitPrice,Discount,Revenue,Cost,PaymentMethod,CustomerSegment
SAL20250111830,2025-12-26,STR035,PRD00011,1,13229.12,0.2,10583.3,9834.69,Credit Card,Regular
SAL20250111831,2025-12-20,STR018,PRD00429,6,725.58,0.0,4353.48,3300.06,Cash,Regular
SAL20250111832,2025-12-30,STR012,PRD00133,3,10102.94,0.0,30308.82,20042.34,UPI,Regular
SAL20250111833,2025-12-22,STR027,PRD00238,1,4984.73,0.0,4984.73,3134.78,UPI,Walk-in
SAL20250111834,2025-12-18,STR034,PRD00854,3,2355.83,0.1,6360.74,4403.79,UPI,Regular
SAL20250111835,2025-12-16,STR001,PRD00685,2,4676.03,0.0,9352.06,5703.28,Cash,Regular
SAL20250111836,2025-12-10,STR026,PRD00316,1,924.22,0.1,831.8,589.52,UPI,Premium
SAL20250111837,2025-12-04,STR009,PRD00224,2,4670.9,0.05,8874.71,6881.22,UPI,Walk-in
SAL20250111838,2025-12-20,STR013,PRD00532,1,1039.03,0.0,1039.03,808.86,UPI,Walk-in
SAL20250111839,2025-12-20,STR025,PRD00144,2,7333.73,0.2,11733.97,9928.14,UPI,Regular
SAL20250111840,2025-12-19,STR029,PRD00362,2,1120.03,0.1,2016.05,1065.02,Credit Card,Regular
SAL20250111841,2025-12-18,STR017,PRD00282,4,705.96,0.0,2823.84,1880.92,UPI,Walk-in
SAL20250111842,2025-12-14,STR013,PRD01100,1,6765.12,0.0,6765.12,4080.87,Credit Card,Walk-in
SAL20250111843,2025-12-25,STR034,PRD00652,1,210.65,0.0,210.65,137.0,Credit Card,Premium
SAL20250111844,2025-12-07,STR014,PRD00380,2,304.64,0.2,487.42,421.0,UPI,Walk-in
SAL20250111845,2025-12-29,STR018,PRD01177,1,2791.89,0.1,2512.7,1594.63,Debit Card,Regular
SAL20250111846,2025-12-03,STR015,PRD00854,1,2355.83,0.0,2355.83,1467.93,Cash,Regular
SAL20250111847,2025-12-17,STR037,PRD00023,2,6541.47,0.0,13082.94,8856.64,UPI,Walk-in
SAL20250111848,2025-12-28,STR038,PRD00670,1,3171.53,0.2,2537.22,1914.92,Credit Card,Regular
SAL20250111849,2025-12-29,STR015,PRD00455,3,683.36,0.1,1845.07,1690.41,UPI,Regular
