SaleID,SaleDate,StoreID,ProductID,Quantity,UnitPrice,Discount,Revenue,Cost,PaymentMethod,CustomerSegment
SAL20250060711,2025-07-25,STR006,PRD00488,10,995.48,0.0,9954.8,8358.6,Credit Card,Walk-in
SAL20250060712,2025-07-06,STR027,PRD01015,3,771.47,0.0,2314.41,1623.36,Credit Card,Regular
SAL20250060713,2025-07-28,STR002,PRD00341,2,977.08,0.0,1954.16,1211.12,UPI,Corporate
SAL20250060714,2025-07-14,STR003,PRD00714,1,1837.1,0.0,1837.1,1348.01,UPI,Corporate
SAL20250060715,2025-07-28,STR002,PRD01049,1,225.77,0.0,225.77,137.88,Cash,Premium
SAL20250060716,2025-07-22,STR022,PRD00240,1,10596.37,0.0,10596.37,7390.73,UPI,Regular
SAL20250060717,2025-07-04,STR019,PRD00222,1,8948.67,0.0,8948.67,6580.84,Credit Card,Regular
SAL20250060718,2025-07-11,STR021,PRD00478,1,959.84,0.0,959.84,812.26,Net Banking,Regular
SAL20250060719,2025-07-17,STR034,PRD00392,1,436.74,0.1,393.07,242.28,Credit Card,Regular
SAL20250060720,2025-07-13,STR030,PRD00257,3,3131.42,0.0,9394.26,6437.31,Net Banking,Regular
SAL20250060721,2025-07-13,STR019,PRD00884,1,1777.05,0.0,1777.05,1086.34,Credit Card,Regular
SAL20250060722,2025-07-03,STR018,PRD00382,3,534.11,0.0,1602.33,878.73,Credit Card,Walk-in
SAL20250060723,2025-07-22,STR013,PRD00399,1,1354.99,0.05,1287.24,647.13,UPI,Corporate
SAL20250060724,2025-07-03,STR036,PRD00507,4,259.46,0.1,934.06,861.4,Net Banking,Premium
SAL20250060725,2025-07-29,STR019,PRD00831,1,2902.42,0.0,2902.42,1993.17,UPI,Premium
SAL20250060726,2025-07-04,STR024,PRD00597,6,765.55,0.1,4133.97,2662.92,UPI,Premium
SAL20250060727,2025-07-15,STR038,PRD00734,1,817.34,0.05,776.47,469.79,UPI,Regular
SAL20250060728,2025-07-19,STR015,PRD00829,2,2093.34,0.0,4186.68,3077.74,UPI,Walk-in
SAL20250060729,2025-07-29,STR021,PRD00275,1,1560.95,0.0,1560.95,847.9,UPI,Walk-in
SAL20250060730,2025-07-14,STR024,PRD00256,1,13048.37,0.0,13048.37,8107.05,UPI,Premium
SAL20250060731,2025-07-29,STR014,PRD00466,4,725.28,0.0,2901.12,2518.88,Cash,Regular
SAL20250060732,2025-07-11,STR021,PRD00441,4,853.01,0.0,3412.04,2828.32,Credit Card,Regular
